CapteT219110
CapteT219111	K01061
CapteT219113
CapteT219114
K02685
K22750	
OG0000207							
OG0000207	capitella			\tCapteT101231	K10457	
OG0000207	capitella			\tCapteT101293	K10457	
OG0000207	capitella			\tCapteT101946	K10457	
OG0000207	capitella			\tCapteT103627	K10457	
OG0000207	capitella			\tCapteT103978	K10457	
OG0000207	capitella			\tCapteT104519	K10457	
OG0000207	capitella			\tCapteT105049	K10461	
OG0000207	capitella			\tCapteT105107	K10450	
OG0000207	capitella			\tCapteT105762	K10473	
OG0000207	capitella			\tCapteT106244	K10457	
OG0000207	capitella			\tCapteT106365	K10443	
OG0000207	capitella			\tCapteT110271	K10457	
OG0000207	capitella			\tCapteT110519	K10457	
OG0000207	capitella			\tCapteT110621	K10457	
OG0000207	capitella			\tCapteT111659	K10457	
OG0000207	capitella			\tCapteT115045	K10457	
OG0000207	capitella			\tCapteT116194	K10450	
OG0000207	capitella			\tCapteT116986	K10457	
OG0000207	capitella			\tCapteT119690	K10442	
OG0000207	capitella			\tCapteT119714	K10443	
OG0000207	capitella			\tCapteT120168	K10457	
OG0000207	capitella			\tCapteT120272	K10457	
OG0000207	capitella			\tCapteT120430	K10443	
OG0000207	capitella			\tCapteT120806	K10448	
OG0000207	capitella			\tCapteT121302	K10442	
OG0000207	capitella			\tCapteT124196	K10443	
OG0000207	capitella			\tCapteT125307	K10446	
OG0000207	capitella			\tCapteT130076	K10464	
OG0000207	capitella			\tCapteT130853	K10457	
OG0000207	capitella			\tCapteT131535	K10457	
OG0000207	capitella			\tCapteT132423	K10457	
OG0000207	capitella			\tCapteT132731	K10457	
OG0000207	capitella			\tCapteT134985	K10443	
OG0000207	capitella			\tCapteT135854	K10443	
OG0000207	capitella			\tCapteT136065	K10450	
OG0000207	capitella			\tCapteT136176	K10457	
OG0000207	capitella			\tCapteT137498	K10450	
OG0000207	capitella			\tCapteT137514	K10457	
OG0000207	capitella			\tCapteT137808	K10450	
OG0000207	capitella			\tCapteT140661	K10457	
OG0000207	capitella			\tCapteT141439	K10457	
OG0000207	capitella			\tCapteT141587	K10457	
OG0000207	capitella			\tCapteT142568	K10457	
OG0000207	capitella			\tCapteT145040	K10457	
OG0000207	capitella			\tCapteT146149	K10457	
OG0000207	capitella			\tCapteT146504	K10446	
OG0000207	capitella			\tCapteT151100	K10450	
OG0000207	capitella			\tCapteT174903	K10457	
OG0000207	capitella			\tCapteT177411	K10455	
OG0000207	capitella			\tCapteT182588	K10442	
OG0000207	capitella			\tCapteT185121		
OG0000207	capitella			\tCapteT185332	K10461	
OG0000207	capitella			\tCapteT185686	K10455	
OG0000207	capitella			\tCapteT186627	K10457	
OG0000207	capitella			\tCapteT187418	K10457	
OG0000207	capitella			\tCapteT188787	K10446	
OG0000207	capitella			\tCapteT188904	K10457	
OG0000207	capitella			\tCapteT188963		
OG0000207	capitella			\tCapteT189559	K10457	
OG0000207	capitella			\tCapteT189617	K10457	
OG0000207	capitella			\tCapteT192304	K10457	
OG0000207	capitella			\tCapteT193275	K10455	
OG0000207	capitella			\tCapteT194386	K10457	
OG0000207	capitella			\tCapteT196552	K10457	
OG0000207	capitella			\tCapteT197724	K10457	
OG0000207	capitella			\tCapteT198492	K10457	
OG0000207	capitella			\tCapteT199608	K10457	
OG0000207	capitella			\tCapteT199969	K10457	
OG0000207	capitella			\tCapteT200473	K10457	
OG0000207	capitella			\tCapteT202390	K10457	
OG0000207	capitella			\tCapteT203209	K10457	
OG0000207	capitella			\tCapteT203932	K10455	
OG0000207	capitella			\tCapteT204662	K10443	
OG0000207	capitella			\tCapteT204925	K10457	
OG0000207	capitella			\tCapteT207104	K10457	
OG0000207	capitella			\tCapteT207764	K10442	
OG0000207	capitella			\tCapteT207839	K10457	
OG0000207	capitella			\tCapteT208232	K10457	
OG0000207	capitella			\tCapteT209152	K10448	
OG0000207	capitella			\tCapteT211281	K13956	
OG0000207	capitella			\tCapteT211658	K10457	
OG0000207	capitella			\tCapteT212216	K10457	
OG0000207	capitella			\tCapteT212495		
OG0000207	capitella			\tCapteT213425	K10461	
OG0000207	capitella			\tCapteT214573	K10457	
OG0000207	capitella			\tCapteT214730	K10457	
OG0000207	capitella			\tCapteT216344	K10457	
OG0000207	capitella			\tCapteT217135	K10457	
OG0000207	capitella			\tCapteT218689	K10457	
OG0000207	capitella			\tCapteT220459	K10446	
OG0000207	capitella			\tCapteT23415	K10457	
OG0000207	capitella			\tCapteT24807	K10457	
OG0000207	capitella			\tCapteT33935	K10457	
OG0000207	capitella			\tCapteT34910	K10457	
OG0000207	capitella			\tCapteT34919	K10443	
OG0000207	capitella			\tCapteT35088	K10457	
OG0000207	capitella			\tCapteT36636	K10457	
OG0000207	capitella			\tCapteT37234	K10448	
OG0000207	capitella			\tCapteT37270	K10445	
OG0000207	capitella			\tCapteT37306	K10450	
OG0000207	capitella			\tCapteT37827	K10450	
OG0000207	capitella			\tCapteT38749	K10457	
OG0000207	capitella			\tCapteT39120	K10448	
OG0000207	capitella			\tCapteT39764	K10442	
OG0000207	capitella			\tCapteT40445	K10443	
OG0000207	capitella			\tCapteT41768	K10457	
OG0000207	capitella			\tCapteT43597	K10457	
OG0000207	capitella			\tCapteT44497	K10461	
OG0000207	capitella			\tCapteT46608	K10457	
OG0000207	capitella			\tCapteT46913	K10448	
OG0000207	capitella			\tCapteT48075	K10446	
OG0000207	capitella			\tCapteT48309	K10455	
OG0000207	capitella			\tCapteT48390	K10457	
OG0000207	capitella			\tCapteT49432	K10455	
OG0000207	capitella			\tCapteT53735	K10457	
OG0000207	capitella			\tCapteT54206	K10450	
OG0000207	capitella			\tCapteT62981	K10457	
OG0000207	capitella			\tCapteT63500	K10457	
OG0000207	capitella			\tCapteT63624	K10442	
OG0000207	capitella			\tCapteT63636	K10442	
OG0000207	capitella			\tCapteT63864	K10443	
OG0000207	capitella			\tCapteT63949	K10457	
OG0000207	capitella			\tCapteT66668	K10457	
OG0000207	capitella			\tCapteT69112		
OG0000207	capitella			\tCapteT69128	K10443	
OG0000207	capitella			\tCapteT73011	K10457	
OG0000207	capitella			\tCapteT73018	K10457	
OG0000207	capitella			\tCapteT73060	K10442	
OG0000207	capitella			\tCapteT73105	K10457	
OG0000207	capitella			\tCapteT73209	K10450	
OG0000207	capitella			\tCapteT73742	K10457	
OG0000207	capitella			\tCapteT73812	K10457	
OG0000207	capitella			\tCapteT74802	K10457	
OG0000207	capitella			\tCapteT76787	K10457	
OG0000207	capitella			\tCapteT79203	K10461	
OG0000207	capitella			\tCapteT80755	K10450	
OG0000207	capitella			\tCapteT81037		
OG0000207	capitella			\tCapteT81064	K10448	
OG0000207	capitella			\tCapteT81260	K10443	
OG0000207	capitella			\tCapteT81337	K10443	
OG0000207	capitella			\tCapteT82105	K10455	
OG0000207	capitella			\tCapteT83392	K10443	
OG0000207	capitella			\tCapteT89053		
OG0000207	capitella			\tCapteT89672	K10450	
OG0000207	capitella			\tCapteT89870	K10457	
OG0000207	capitella			\tCapteT89939	K10442	
OG0000207	capitella			\tCapteT90441	K10457	
OG0000207	capitella			\tCapteT90447	K10443	
OG0000207	capitella			\tCapteT92281	K10457	
OG0000207	capitella			\tCapteT93881	K10457	
OG0000207	capitella			\tCapteT93906	K10457	
OG0000207	capitella			\tCapteT93988	K10457	
OG0000207	capitella			\tCapteT95259	K10450	
OG0000207	capitella			\tCapteT96470	K10457	
OG0000207	capitella			\tCapteT97200	K10443	
OG0000207	capitella			\tCapteT97326	K10457	
OG0000207	capitella			\tCapteT99318	K10457	
OG0000207	osedax	GO:0015629^cellular_component^actin cytoskeleton`GO:0031463^cellular_component^Cul3-RING ubiquitin ligase complex`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0030027^cellular_component^lamellipodium`GO:0001726^cellular_component^ruffle`GO:0003779^molecular_function^actin binding`GO:0042802^molecular_function^identical protein binding`GO:0043687^biological_process^post-translational protein modification`GO:0016567^biological_process^protein ubiquitination	GO:0015629^cellular_component^actin cytoskeleton`GO:0031463^cellular_component^Cul3-RING ubiquitin ligase complex`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0030027^cellular_component^lamellipodium`GO:0001726^cellular_component^ruffle`GO:0003779^molecular_function^actin binding`GO:0042802^molecular_function^identical protein binding`GO:0043687^biological_process^post-translational protein modification`GO:0016567^biological_process^protein ubiquitination	GO:0005515^molecular_function^protein binding	OFRAG00000004254.1	KELCH-LIKE PROTEIN 18	K10443
OG0000450							
OG0000450	capitella			\tCapteT185184		
OG0000450	capitella			\tCapteT202282		
OG0000450	capitella			\tCapteT59240		
OG0000450	osedax	.	.	GO:0003678^molecular_function^DNA helicase activity`GO:0000723^biological_process^telomere maintenance`GO:0006281^biological_process^DNA repair	OFRAG00000016263.1	DNA HELICASE-RELATED	
OG0000450	osedax	.	.	.	OFRAG00000009273.1	BNAC01G23600D PROTEIN	
OG0001138	capitella			\tCapteT188190		
OG0001138	capitella			\tCapteT195141		
OG0001138	capitella			\tCapteT196741		
OG0001138	capitella			\tCapteT199536		
OG0001138	capitella			\tCapteT217584		
OG0001138	capitella			\tCapteT224461		
OG0001138	capitella			\tCapteT72500		
OG0001138	capitella			\tCapteT72501		
OG0001138	osedax	.	.	GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	OFRAG00000011078.1	FAMILY NOT NAMED	
OG0001138	owenia	.	.	GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	OFUSG16103.1	SUBFAMILY NOT NAMED	
OG0001256	capitella			\tCapteT187913	K14360	
OG0001256	capitella			\tCapteT219681	K14360	
OG0001256	osedax	GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0032991^cellular_component^protein-containing complex`GO:0046982^molecular_function^protein heterodimerization activity`GO:0042803^molecular_function^protein homodimerization activity`GO:0015721^biological_process^bile acid and bile salt transport	GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0032991^cellular_component^protein-containing complex`GO:0046982^molecular_function^protein heterodimerization activity`GO:0042803^molecular_function^protein homodimerization activity`GO:0015721^biological_process^bile acid and bile salt transport	.	OFRAG00000010631.1	ORGANIC SOLUTE TRANSPORTER ALPHA-LIKE PROTEIN	K14360
OG0001256	owenia	GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0032991^cellular_component^protein-containing complex`GO:0046982^molecular_function^protein heterodimerization activity`GO:0042803^molecular_function^protein homodimerization activity`GO:0015721^biological_process^bile acid and bile salt transport	GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0032991^cellular_component^protein-containing complex`GO:0046982^molecular_function^protein heterodimerization activity`GO:0042803^molecular_function^protein homodimerization activity`GO:0015721^biological_process^bile acid and bile salt transport	.	OFUSG12004.1	ORGANIC SOLUTE TRANSPORTER ALPHA-LIKE PROTEIN	
OG0001286							
OG0001286	osedax	GO:0031463^cellular_component^Cul3-RING ubiquitin ligase complex`GO:0005794^cellular_component^Golgi apparatus`GO:0005819^cellular_component^spindle`GO:0014032^biological_process^neural crest cell development`GO:0014029^biological_process^neural crest formation`GO:0006513^biological_process^protein monoubiquitination`GO:0006417^biological_process^regulation of translation	GO:0031463^cellular_component^Cul3-RING ubiquitin ligase complex`GO:0005794^cellular_component^Golgi apparatus`GO:0005819^cellular_component^spindle`GO:0014032^biological_process^neural crest cell development`GO:0014029^biological_process^neural crest formation`GO:0006513^biological_process^protein monoubiquitination`GO:0006417^biological_process^regulation of translation	GO:0005515^molecular_function^protein binding	OFRAG00000015393.1	FI11917P	K10455
OG0001286	owenia	GO:0031672^cellular_component^A band`GO:0031463^cellular_component^Cul3-RING ubiquitin ligase complex`GO:0005737^cellular_component^cytoplasm`GO:0031674^cellular_component^I band`GO:0061061^biological_process^muscle structure development`GO:0031397^biological_process^negative regulation of protein ubiquitination`GO:0032436^biological_process^positive regulation of proteasomal ubiquitin-dependent protein catabolic process`GO:0031398^biological_process^positive regulation of protein ubiquitination`GO:0048741^biological_process^skeletal muscle fiber development`GO:0098528^biological_process^skeletal muscle fiber differentiation`GO:0036268^biological_process^swimming	GO:0031672^cellular_component^A band`GO:0031463^cellular_component^Cul3-RING ubiquitin ligase complex`GO:0005737^cellular_component^cytoplasm`GO:0031674^cellular_component^I band`GO:0061061^biological_process^muscle structure development`GO:0031397^biological_process^negative regulation of protein ubiquitination`GO:0032436^biological_process^positive regulation of proteasomal ubiquitin-dependent protein catabolic process`GO:0031398^biological_process^positive regulation of protein ubiquitination`GO:0048741^biological_process^skeletal muscle fiber development`GO:0098528^biological_process^skeletal muscle fiber differentiation`GO:0036268^biological_process^swimming	GO:0005515^molecular_function^protein binding	OFUSG00515.1	SUBFAMILY NOT NAMED	K10457
OG0001356							
OG0001356							
OG0001356	osedax	.	.	.	OFRAG00000001945.1	PROTEIN CBG17025	
OG0001586							
OG0001586							
OG0001586	osedax	GO:0005912^cellular_component^adherens junction`GO:0005604^cellular_component^basement membrane`GO:0005938^cellular_component^cell cortex`GO:0030054^cellular_component^cell junction`GO:0032154^cellular_component^cleavage furrow`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005509^molecular_function^calcium ion binding`GO:0007049^biological_process^cell cycle`GO:0051301^biological_process^cell division`GO:0007157^biological_process^heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules`GO:0007156^biological_process^homophilic cell adhesion via plasma membrane adhesion molecules`GO:0009617^biological_process^response to bacterium	GO:0005912^cellular_component^adherens junction`GO:0005604^cellular_component^basement membrane`GO:0005938^cellular_component^cell cortex`GO:0030054^cellular_component^cell junction`GO:0032154^cellular_component^cleavage furrow`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005509^molecular_function^calcium ion binding`GO:0007049^biological_process^cell cycle`GO:0051301^biological_process^cell division`GO:0007157^biological_process^heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules`GO:0007156^biological_process^homophilic cell adhesion via plasma membrane adhesion molecules`GO:0009617^biological_process^response to bacterium	.	OFRAG00000013499.1	RE42927P-RELATED	K06772
OG0001796							
OG0001796	capitella			\tCapteT114484	K21396	
OG0001796	capitella			\tCapteT188039	K21396	
OG0001796	capitella			\tCapteT188771	K21396	
OG0001796	capitella			\tCapteT192055	K21396	
