OG0000207	osedax	GO:0015629^cellular_component^actin cytoskeleton`GO:0031463^cellular_component^Cul3-RING ubiquitin ligase complex`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0030027^cellular_component^lamellipodium`GO:0001726^cellular_component^ruffle`GO:0003779^molecular_function^actin binding`GO:0042802^molecular_function^identical protein binding`GO:0043687^biological_process^post-translational protein modification`GO:0016567^biological_process^protein ubiquitination	GO:0015629^cellular_component^actin cytoskeleton`GO:0031463^cellular_component^Cul3-RING ubiquitin ligase complex`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0030027^cellular_component^lamellipodium`GO:0001726^cellular_component^ruffle`GO:0003779^molecular_function^actin binding`GO:0042802^molecular_function^identical protein binding`GO:0043687^biological_process^post-translational protein modification`GO:0016567^biological_process^protein ubiquitination	GO:0005515^molecular_function^protein binding	OFRAG00000004254.1	KELCH-LIKE PROTEIN 18	K10443
OG0000450	osedax	.	.	.	OFRAG00000009273.1	BNAC01G23600D PROTEIN	
OG0000450	osedax	.	.	GO:0003678^molecular_function^DNA helicase activity`GO:0000723^biological_process^telomere maintenance`GO:0006281^biological_process^DNA repair	OFRAG00000016263.1	DNA HELICASE-RELATED	
OG0001138	osedax	.	.	GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	OFRAG00000011078.1	FAMILY NOT NAMED	
OG0001256	osedax	GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0032991^cellular_component^protein-containing complex`GO:0046982^molecular_function^protein heterodimerization activity`GO:0042803^molecular_function^protein homodimerization activity`GO:0015721^biological_process^bile acid and bile salt transport	GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0032991^cellular_component^protein-containing complex`GO:0046982^molecular_function^protein heterodimerization activity`GO:0042803^molecular_function^protein homodimerization activity`GO:0015721^biological_process^bile acid and bile salt transport	.	OFRAG00000010631.1	ORGANIC SOLUTE TRANSPORTER ALPHA-LIKE PROTEIN	K14360
OG0001286	osedax	GO:0031463^cellular_component^Cul3-RING ubiquitin ligase complex`GO:0005794^cellular_component^Golgi apparatus`GO:0005819^cellular_component^spindle`GO:0014032^biological_process^neural crest cell development`GO:0014029^biological_process^neural crest formation`GO:0006513^biological_process^protein monoubiquitination`GO:0006417^biological_process^regulation of translation	GO:0031463^cellular_component^Cul3-RING ubiquitin ligase complex`GO:0005794^cellular_component^Golgi apparatus`GO:0005819^cellular_component^spindle`GO:0014032^biological_process^neural crest cell development`GO:0014029^biological_process^neural crest formation`GO:0006513^biological_process^protein monoubiquitination`GO:0006417^biological_process^regulation of translation	GO:0005515^molecular_function^protein binding	OFRAG00000015393.1	FI11917P	K10455
OG0001356	osedax	.	.	.	OFRAG00000001945.1	PROTEIN CBG17025	
OG0001586	osedax	GO:0005912^cellular_component^adherens junction`GO:0005604^cellular_component^basement membrane`GO:0005938^cellular_component^cell cortex`GO:0030054^cellular_component^cell junction`GO:0032154^cellular_component^cleavage furrow`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005509^molecular_function^calcium ion binding`GO:0007049^biological_process^cell cycle`GO:0051301^biological_process^cell division`GO:0007157^biological_process^heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules`GO:0007156^biological_process^homophilic cell adhesion via plasma membrane adhesion molecules`GO:0009617^biological_process^response to bacterium	GO:0005912^cellular_component^adherens junction`GO:0005604^cellular_component^basement membrane`GO:0005938^cellular_component^cell cortex`GO:0030054^cellular_component^cell junction`GO:0032154^cellular_component^cleavage furrow`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005509^molecular_function^calcium ion binding`GO:0007049^biological_process^cell cycle`GO:0051301^biological_process^cell division`GO:0007157^biological_process^heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules`GO:0007156^biological_process^homophilic cell adhesion via plasma membrane adhesion molecules`GO:0009617^biological_process^response to bacterium	.	OFRAG00000013499.1	RE42927P-RELATED	K06772
OG0001796	osedax	GO:0016021^cellular_component^integral component of membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0031409^molecular_function^pigment binding	GO:0016021^cellular_component^integral component of membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0031409^molecular_function^pigment binding	GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0016020^cellular_component^membrane	OFRAG00000008915.1	PROTEIN WHITE	K21396
OG0001796	osedax	GO:0016021^cellular_component^integral component of membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0031409^molecular_function^pigment binding	GO:0016021^cellular_component^integral component of membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0031409^molecular_function^pigment binding	GO:0016020^cellular_component^membrane	OFRAG00000010742.1	PROTEIN WHITE	K21396
OG0001796	osedax	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0031409^molecular_function^pigment binding	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0031409^molecular_function^pigment binding	.	OFRAG00000010743.1	PROTEIN SCARLET	K21396
