OG0000339																						Pech|nbis-mrna-10337, Pech|nbis-mrna-10338, Pech|nbis-mrna-10556, Pech|nbis-mrna-10557, Pech|nbis-mrna-10642, Pech|nbis-mrna-10643, Pech|nbis-mrna-10798, Pech|nbis-mrna-11031, Pech|nbis-mrna-11319, Pech|nbis-mrna-11322, Pech|nbis-mrna-11341, Pech|nbis-mrna-11618, Pech|nbis-mrna-11619, Pech|nbis-mrna-1165, Pech|nbis-mrna-11660, Pech|nbis-mrna-11671, Pech|nbis-mrna-1181, Pech|nbis-mrna-1182, Pech|nbis-mrna-12043, Pech|nbis-mrna-12707, Pech|nbis-mrna-12803, Pech|nbis-mrna-12997, Pech|nbis-mrna-13079, Pech|nbis-mrna-13080, Pech|nbis-mrna-1326, Pech|nbis-mrna-13264, Pech|nbis-mrna-13265, Pech|nbis-mrna-13559, Pech|nbis-mrna-13560, Pech|nbis-mrna-13593, Pech|nbis-mrna-14036, Pech|nbis-mrna-14064, Pech|nbis-mrna-14112, Pech|nbis-mrna-14239, Pech|nbis-mrna-14241, Pech|nbis-mrna-1449, Pech|nbis-mrna-14490, Pech|nbis-mrna-14520, Pech|nbis-mrna-14521, Pech|nbis-mrna-14570, Pech|nbis-mrna-14621, Pech|nbis-mrna-14940, Pech|nbis-mrna-14956, Pech|nbis-mrna-1506, Pech|nbis-mrna-15240, Pech|nbis-mrna-15241, Pech|nbis-mrna-15690, Pech|nbis-mrna-15795, Pech|nbis-mrna-15887, Pech|nbis-mrna-16248, Pech|nbis-mrna-1645, Pech|nbis-mrna-1646, Pech|nbis-mrna-16492, Pech|nbis-mrna-16758, Pech|nbis-mrna-17343, Pech|nbis-mrna-17471, Pech|nbis-mrna-17542, Pech|nbis-mrna-17646, Pech|nbis-mrna-18079, Pech|nbis-mrna-18136, Pech|nbis-mrna-18384, Pech|nbis-mrna-18420, Pech|nbis-mrna-18440, Pech|nbis-mrna-18441, Pech|nbis-mrna-18713, Pech|nbis-mrna-18804, Pech|nbis-mrna-18887, Pech|nbis-mrna-18922, Pech|nbis-mrna-19014, Pech|nbis-mrna-19056, Pech|nbis-mrna-19282, Pech|nbis-mrna-19346, Pech|nbis-mrna-1945, Pech|nbis-mrna-19610, Pech|nbis-mrna-1970, Pech|nbis-mrna-19933, Pech|nbis-mrna-20046, Pech|nbis-mrna-20047, Pech|nbis-mrna-20093, Pech|nbis-mrna-20185, Pech|nbis-mrna-20186, Pech|nbis-mrna-20446, Pech|nbis-mrna-2070, Pech|nbis-mrna-20737, Pech|nbis-mrna-21114, Pech|nbis-mrna-21172, Pech|nbis-mrna-21173, Pech|nbis-mrna-2146, Pech|nbis-mrna-2338, Pech|nbis-mrna-3291, Pech|nbis-mrna-3292, Pech|nbis-mrna-4161, Pech|nbis-mrna-4750, Pech|nbis-mrna-4931, Pech|nbis-mrna-4986, Pech|nbis-mrna-5187, Pech|nbis-mrna-5277, Pech|nbis-mrna-5584, Pech|nbis-mrna-5597, Pech|nbis-mrna-5806, Pech|nbis-mrna-6437, Pech|nbis-mrna-6572, Pech|nbis-mrna-6846, Pech|nbis-mrna-6861, Pech|nbis-mrna-7102, Pech|nbis-mrna-7467, Pech|nbis-mrna-7849, Pech|nbis-mrna-7860, Pech|nbis-mrna-7895, Pech|nbis-mrna-8900, Pech|nbis-mrna-8973, Pech|nbis-mrna-8974, Pech|nbis-mrna-9006, Pech|nbis-mrna-9041, Pech|nbis-mrna-9042, Pech|nbis-mrna-9224, Pech|nbis-mrna-9238, Pech|nbis-mrna-9241, Pech|nbis-mrna-9380, Pech|nbis-mrna-9381, Pech|nbis-mrna-9660, Pech|nbis-mrna-9772						
OG0000658																						Pech|nbis-mrna-10623, Pech|nbis-mrna-10879, Pech|nbis-mrna-11430, Pech|nbis-mrna-12815, Pech|nbis-mrna-12816, Pech|nbis-mrna-13121, Pech|nbis-mrna-13122, Pech|nbis-mrna-14164, Pech|nbis-mrna-14401, Pech|nbis-mrna-14402, Pech|nbis-mrna-14403, Pech|nbis-mrna-14976, Pech|nbis-mrna-14989, Pech|nbis-mrna-16197, Pech|nbis-mrna-16198, Pech|nbis-mrna-16382, Pech|nbis-mrna-16383, Pech|nbis-mrna-16998, Pech|nbis-mrna-16999, Pech|nbis-mrna-17267, Pech|nbis-mrna-17583, Pech|nbis-mrna-17586, Pech|nbis-mrna-17589, Pech|nbis-mrna-17590, Pech|nbis-mrna-17853, Pech|nbis-mrna-1792, Pech|nbis-mrna-1793, Pech|nbis-mrna-17965, Pech|nbis-mrna-1824, Pech|nbis-mrna-1825, Pech|nbis-mrna-18364, Pech|nbis-mrna-19515, Pech|nbis-mrna-19609, Pech|nbis-mrna-20125, Pech|nbis-mrna-20126, Pech|nbis-mrna-20218, Pech|nbis-mrna-20424, Pech|nbis-mrna-20425, Pech|nbis-mrna-20675, Pech|nbis-mrna-20676, Pech|nbis-mrna-20873, Pech|nbis-mrna-20874, Pech|nbis-mrna-2155, Pech|nbis-mrna-2156, Pech|nbis-mrna-2295, Pech|nbis-mrna-2365, Pech|nbis-mrna-2645, Pech|nbis-mrna-2646, Pech|nbis-mrna-2766, Pech|nbis-mrna-2897, Pech|nbis-mrna-2898, Pech|nbis-mrna-3006, Pech|nbis-mrna-3007, Pech|nbis-mrna-4432, Pech|nbis-mrna-4433, Pech|nbis-mrna-4434, Pech|nbis-mrna-4435, Pech|nbis-mrna-4624, Pech|nbis-mrna-4625, Pech|nbis-mrna-4626, Pech|nbis-mrna-4716, Pech|nbis-mrna-4725, Pech|nbis-mrna-4729, Pech|nbis-mrna-4730, Pech|nbis-mrna-5175, Pech|nbis-mrna-5176, Pech|nbis-mrna-6434, Pech|nbis-mrna-6449, Pech|nbis-mrna-6479, Pech|nbis-mrna-6481, Pech|nbis-mrna-6482, Pech|nbis-mrna-6543, Pech|nbis-mrna-6544, Pech|nbis-mrna-7145, Pech|nbis-mrna-7411, Pech|nbis-mrna-7412, Pech|nbis-mrna-7703, Pech|nbis-mrna-7704, Pech|nbis-mrna-7716, Pech|nbis-mrna-8116, Pech|nbis-mrna-9066, Pech|nbis-mrna-9420, Pech|nbis-mrna-9721						
OG0000684																						Pech|nbis-mrna-10334, Pech|nbis-mrna-10907, Pech|nbis-mrna-11030, Pech|nbis-mrna-11032, Pech|nbis-mrna-11225, Pech|nbis-mrna-11226, Pech|nbis-mrna-11661, Pech|nbis-mrna-1167, Pech|nbis-mrna-1209, Pech|nbis-mrna-12139, Pech|nbis-mrna-12281, Pech|nbis-mrna-13007, Pech|nbis-mrna-13008, Pech|nbis-mrna-13081, Pech|nbis-mrna-13147, Pech|nbis-mrna-13229, Pech|nbis-mrna-13558, Pech|nbis-mrna-1356, Pech|nbis-mrna-1357, Pech|nbis-mrna-13721, Pech|nbis-mrna-14063, Pech|nbis-mrna-1448, Pech|nbis-mrna-14571, Pech|nbis-mrna-14957, Pech|nbis-mrna-15014, Pech|nbis-mrna-15394, Pech|nbis-mrna-15433, Pech|nbis-mrna-15799, Pech|nbis-mrna-15890, Pech|nbis-mrna-15925, Pech|nbis-mrna-15926, Pech|nbis-mrna-16214, Pech|nbis-mrna-16249, Pech|nbis-mrna-17261, Pech|nbis-mrna-17541, Pech|nbis-mrna-17751, Pech|nbis-mrna-1804, Pech|nbis-mrna-18080, Pech|nbis-mrna-18587, Pech|nbis-mrna-18588, Pech|nbis-mrna-18803, Pech|nbis-mrna-1946, Pech|nbis-mrna-1971, Pech|nbis-mrna-20294, Pech|nbis-mrna-20404, Pech|nbis-mrna-20447, Pech|nbis-mrna-20804, Pech|nbis-mrna-2954, Pech|nbis-mrna-2955, Pech|nbis-mrna-3555, Pech|nbis-mrna-3556, Pech|nbis-mrna-4152, Pech|nbis-mrna-4174, Pech|nbis-mrna-4329, Pech|nbis-mrna-4932, Pech|nbis-mrna-4985, Pech|nbis-mrna-5163, Pech|nbis-mrna-5188, Pech|nbis-mrna-5583, Pech|nbis-mrna-5805, Pech|nbis-mrna-6255, Pech|nbis-mrna-680, Pech|nbis-mrna-6819, Pech|nbis-mrna-6820, Pech|nbis-mrna-7133, Pech|nbis-mrna-72, Pech|nbis-mrna-7224, Pech|nbis-mrna-73, Pech|nbis-mrna-7466, Pech|nbis-mrna-7861, Pech|nbis-mrna-8128, Pech|nbis-mrna-9236, Pech|nbis-mrna-9237, Pech|nbis-mrna-941, Pech|nbis-mrna-9459, Pech|nbis-mrna-9462, Pech|nbis-mrna-9539, Pech|nbis-mrna-9557, Pech|nbis-mrna-9659, Pech|nbis-mrna-9763, Pech|nbis-mrna-9774						
OG0001060																						Pech|nbis-mrna-10117, Pech|nbis-mrna-10347, Pech|nbis-mrna-10406, Pech|nbis-mrna-10574, Pech|nbis-mrna-10779, Pech|nbis-mrna-10781, Pech|nbis-mrna-11229, Pech|nbis-mrna-11421, Pech|nbis-mrna-11562, Pech|nbis-mrna-11564, Pech|nbis-mrna-11592, Pech|nbis-mrna-11594, Pech|nbis-mrna-11689, Pech|nbis-mrna-12112, Pech|nbis-mrna-12428, Pech|nbis-mrna-13967, Pech|nbis-mrna-14321, Pech|nbis-mrna-14371, Pech|nbis-mrna-14563, Pech|nbis-mrna-14870, Pech|nbis-mrna-14951, Pech|nbis-mrna-15089, Pech|nbis-mrna-1560, Pech|nbis-mrna-15612, Pech|nbis-mrna-15824, Pech|nbis-mrna-15948, Pech|nbis-mrna-15949, Pech|nbis-mrna-16346, Pech|nbis-mrna-16652, Pech|nbis-mrna-16830, Pech|nbis-mrna-16831, Pech|nbis-mrna-17195, Pech|nbis-mrna-18472, Pech|nbis-mrna-19412, Pech|nbis-mrna-19426, Pech|nbis-mrna-20601, Pech|nbis-mrna-20603, Pech|nbis-mrna-20604, Pech|nbis-mrna-20617, Pech|nbis-mrna-20618, Pech|nbis-mrna-22506, Pech|nbis-mrna-254, Pech|nbis-mrna-3062, Pech|nbis-mrna-3530, Pech|nbis-mrna-3800, Pech|nbis-mrna-3801, Pech|nbis-mrna-3837, Pech|nbis-mrna-3855, Pech|nbis-mrna-3858, Pech|nbis-mrna-3953, Pech|nbis-mrna-3954, Pech|nbis-mrna-4068, Pech|nbis-mrna-4762, Pech|nbis-mrna-598, Pech|nbis-mrna-601, Pech|nbis-mrna-6158, Pech|nbis-mrna-6429, Pech|nbis-mrna-6431, Pech|nbis-mrna-747, Pech|nbis-mrna-7733, Pech|nbis-mrna-8398, Pech|nbis-mrna-8961, Pech|nbis-mrna-8970, Pech|nbis-mrna-9992						
OG0001315																						Pech|nbis-mrna-10047, Pech|nbis-mrna-10427, Pech|nbis-mrna-12010, Pech|nbis-mrna-13273, Pech|nbis-mrna-13355, Pech|nbis-mrna-13803, Pech|nbis-mrna-13804, Pech|nbis-mrna-13883, Pech|nbis-mrna-13884, Pech|nbis-mrna-15781, Pech|nbis-mrna-15990, Pech|nbis-mrna-15991, Pech|nbis-mrna-15993, Pech|nbis-mrna-15994, Pech|nbis-mrna-16074, Pech|nbis-mrna-16075, Pech|nbis-mrna-16754, Pech|nbis-mrna-16757, Pech|nbis-mrna-17854, Pech|nbis-mrna-18226, Pech|nbis-mrna-18227, Pech|nbis-mrna-18374, Pech|nbis-mrna-19112, Pech|nbis-mrna-19574, Pech|nbis-mrna-19614, Pech|nbis-mrna-19616, Pech|nbis-mrna-19658, Pech|nbis-mrna-19659, Pech|nbis-mrna-19881, Pech|nbis-mrna-19882, Pech|nbis-mrna-19884, Pech|nbis-mrna-1990, Pech|nbis-mrna-20108, Pech|nbis-mrna-20798, Pech|nbis-mrna-2126, Pech|nbis-mrna-22427, Pech|nbis-mrna-3604, Pech|nbis-mrna-3655, Pech|nbis-mrna-4337, Pech|nbis-mrna-6274, Pech|nbis-mrna-6275, Pech|nbis-mrna-6276, Pech|nbis-mrna-7708, Pech|nbis-mrna-7771, Pech|nbis-mrna-7772, Pech|nbis-mrna-7896, Pech|nbis-mrna-7897, Pech|nbis-mrna-7898, Pech|nbis-mrna-7899, Pech|nbis-mrna-8355, Pech|nbis-mrna-8943, Pech|nbis-mrna-9229, Pech|nbis-mrna-9399, Pech|nbis-mrna-9549, Pech|nbis-mrna-9839, Pech|nbis-mrna-9918, Pech|nbis-mrna-9919						
OG0001408																						Pech|nbis-mrna-10271, Pech|nbis-mrna-10272, Pech|nbis-mrna-10405, Pech|nbis-mrna-10407, Pech|nbis-mrna-10575, Pech|nbis-mrna-11042, Pech|nbis-mrna-11066, Pech|nbis-mrna-11591, Pech|nbis-mrna-12081, Pech|nbis-mrna-12113, Pech|nbis-mrna-12127, Pech|nbis-mrna-12207, Pech|nbis-mrna-12208, Pech|nbis-mrna-12268, Pech|nbis-mrna-12427, Pech|nbis-mrna-13501, Pech|nbis-mrna-13739, Pech|nbis-mrna-14129, Pech|nbis-mrna-14373, Pech|nbis-mrna-14952, Pech|nbis-mrna-15611, Pech|nbis-mrna-15613, Pech|nbis-mrna-15814, Pech|nbis-mrna-15825, Pech|nbis-mrna-15947, Pech|nbis-mrna-16328, Pech|nbis-mrna-16653, Pech|nbis-mrna-17167, Pech|nbis-mrna-17170, Pech|nbis-mrna-17197, Pech|nbis-mrna-17205, Pech|nbis-mrna-17522, Pech|nbis-mrna-17573, Pech|nbis-mrna-17712, Pech|nbis-mrna-19411, Pech|nbis-mrna-20647, Pech|nbis-mrna-22000, Pech|nbis-mrna-2227, Pech|nbis-mrna-2274, Pech|nbis-mrna-2286, Pech|nbis-mrna-2329, Pech|nbis-mrna-4563, Pech|nbis-mrna-5071, Pech|nbis-mrna-5099, Pech|nbis-mrna-5349, Pech|nbis-mrna-5363, Pech|nbis-mrna-5364, Pech|nbis-mrna-5728, Pech|nbis-mrna-6430, Pech|nbis-mrna-6616, Pech|nbis-mrna-7731, Pech|nbis-mrna-8962, Pech|nbis-mrna-9356, Pech|nbis-mrna-9535, Pech|nbis-mrna-9536						
OG0001520																						Pech|nbis-mrna-13120, Pech|nbis-mrna-14080, Pech|nbis-mrna-14166, Pech|nbis-mrna-14404, Pech|nbis-mrna-15114, Pech|nbis-mrna-15377, Pech|nbis-mrna-15908, Pech|nbis-mrna-16975, Pech|nbis-mrna-16995, Pech|nbis-mrna-16996, Pech|nbis-mrna-16997, Pech|nbis-mrna-17019, Pech|nbis-mrna-17182, Pech|nbis-mrna-17265, Pech|nbis-mrna-17587, Pech|nbis-mrna-18083, Pech|nbis-mrna-18229, Pech|nbis-mrna-18297, Pech|nbis-mrna-18875, Pech|nbis-mrna-18886, Pech|nbis-mrna-19141, Pech|nbis-mrna-20426, Pech|nbis-mrna-20532, Pech|nbis-mrna-20678, Pech|nbis-mrna-20875, Pech|nbis-mrna-2154, Pech|nbis-mrna-2899, Pech|nbis-mrna-3472, Pech|nbis-mrna-3539, Pech|nbis-mrna-3624, Pech|nbis-mrna-3637, Pech|nbis-mrna-3698, Pech|nbis-mrna-4623, Pech|nbis-mrna-4717, Pech|nbis-mrna-4723, Pech|nbis-mrna-504, Pech|nbis-mrna-5214, Pech|nbis-mrna-5810, Pech|nbis-mrna-6216, Pech|nbis-mrna-6435, Pech|nbis-mrna-6545, Pech|nbis-mrna-6546, Pech|nbis-mrna-7019, Pech|nbis-mrna-7144, Pech|nbis-mrna-7370, Pech|nbis-mrna-7699, Pech|nbis-mrna-7714, Pech|nbis-mrna-7715, Pech|nbis-mrna-8117, Pech|nbis-mrna-8724, Pech|nbis-mrna-9065, Pech|nbis-mrna-9419, Pech|nbis-mrna-9722						
OG0003437																						Pech|nbis-mrna-10116, Pech|nbis-mrna-10409, Pech|nbis-mrna-10463, Pech|nbis-mrna-11043, Pech|nbis-mrna-11044, Pech|nbis-mrna-11228, Pech|nbis-mrna-11420, Pech|nbis-mrna-12126, Pech|nbis-mrna-13740, Pech|nbis-mrna-14566, Pech|nbis-mrna-14868, Pech|nbis-mrna-14869, Pech|nbis-mrna-14953, Pech|nbis-mrna-17171, Pech|nbis-mrna-17196, Pech|nbis-mrna-17523, Pech|nbis-mrna-17784, Pech|nbis-mrna-20350, Pech|nbis-mrna-20616, Pech|nbis-mrna-21079, Pech|nbis-mrna-253, Pech|nbis-mrna-3836, Pech|nbis-mrna-3838, Pech|nbis-mrna-3859, Pech|nbis-mrna-4564, Pech|nbis-mrna-5726, Pech|nbis-mrna-5902, Pech|nbis-mrna-6106, Pech|nbis-mrna-6619, Pech|nbis-mrna-6706, Pech|nbis-mrna-745, Pech|nbis-mrna-746, Pech|nbis-mrna-7729, Pech|nbis-mrna-8963, Pech|nbis-mrna-9453, Pech|nbis-mrna-9534, Pech|nbis-mrna-9537						
OG0004090																						Pech|nbis-mrna-12541, Pech|nbis-mrna-12542, Pech|nbis-mrna-13054, Pech|nbis-mrna-13055, Pech|nbis-mrna-14398, Pech|nbis-mrna-16349, Pech|nbis-mrna-16350, Pech|nbis-mrna-19284, Pech|nbis-mrna-19286, Pech|nbis-mrna-19287, Pech|nbis-mrna-19288, Pech|nbis-mrna-19289, Pech|nbis-mrna-19290, Pech|nbis-mrna-19291, Pech|nbis-mrna-19292, Pech|nbis-mrna-19751, Pech|nbis-mrna-20188, Pech|nbis-mrna-20189, Pech|nbis-mrna-20190, Pech|nbis-mrna-21858, Pech|nbis-mrna-3264, Pech|nbis-mrna-3575, Pech|nbis-mrna-4187, Pech|nbis-mrna-4188, Pech|nbis-mrna-4190, Pech|nbis-mrna-5734, Pech|nbis-mrna-5735, Pech|nbis-mrna-6852, Pech|nbis-mrna-6853, Pech|nbis-mrna-6854, Pech|nbis-mrna-8309, Pech|nbis-mrna-8310, Pech|nbis-mrna-8311, Pech|nbis-mrna-8821, Pech|nbis-mrna-8822						
OG0004954																						Pech|nbis-mrna-10629, Pech|nbis-mrna-10794, Pech|nbis-mrna-11367, Pech|nbis-mrna-12381, Pech|nbis-mrna-12677, Pech|nbis-mrna-14524, Pech|nbis-mrna-1455, Pech|nbis-mrna-1483, Pech|nbis-mrna-14968, Pech|nbis-mrna-15619, Pech|nbis-mrna-1680, Pech|nbis-mrna-18087, Pech|nbis-mrna-18683, Pech|nbis-mrna-19361, Pech|nbis-mrna-19362, Pech|nbis-mrna-19481, Pech|nbis-mrna-20311, Pech|nbis-mrna-21595, Pech|nbis-mrna-22044, Pech|nbis-mrna-333, Pech|nbis-mrna-4084, Pech|nbis-mrna-4578, Pech|nbis-mrna-4838, Pech|nbis-mrna-573, Pech|nbis-mrna-6024, Pech|nbis-mrna-6343, Pech|nbis-mrna-666, Pech|nbis-mrna-8194, Pech|nbis-mrna-8321, Pech|nbis-mrna-8679, Pech|nbis-mrna-928, Pech|nbis-mrna-9582, Pech|nbis-mrna-995						
