Orthogroup	Species	GO_term1	GO_term2	GO_term3	gene_ID	Panther_annotation	KEGG_number
OG0000832	lamellibrachia	.	.	.	FUN_000204-T1	FORMIN-J	
OG0000832	lamellibrachia	.	.	.	FUN_000815-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_001186-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_001218-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_001641-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_002044-T1	REPLICATION PROTEIN A SUBUNIT	
OG0000832	lamellibrachia	.	.	.	FUN_003486-T1	NO HIT
OG0000832	lamellibrachia	.	.	GO:0003676^molecular_function^nucleic acid binding	FUN_003487-T1	ZINC FINGER PROTEIN	
OG0000832	lamellibrachia	.	.	.	FUN_003991-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_004001-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_006407-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_006498-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_008182-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_008382-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_009236-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_009240-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_010563-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_010565-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_010594-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_012808-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_013367-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_013386-T1	SUBFAMILY NOT NAMED	
OG0000832	lamellibrachia	.	.	.	FUN_013833-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_013901-T1	NO HIT
OG0000832	lamellibrachia	.	.	.	FUN_014046-T1	NO HIT
