OG0001122	osedax	.	.	.	OFRAG00000001656.1	NO HIT
OG0001462	osedax	GO:0005884^cellular_component^actin filament`GO:0005938^cellular_component^cell cortex`GO:0042995^cellular_component^cell projection`GO:0005737^cellular_component^cytoplasm`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0005856^cellular_component^cytoskeleton`GO:0005829^cellular_component^cytosol`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0030027^cellular_component^lamellipodium`GO:0005635^cellular_component^nuclear envelope`GO:0005886^cellular_component^plasma membrane`GO:0031982^cellular_component^vesicle`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity`GO:0019901^molecular_function^protein kinase binding`GO:0019887^molecular_function^protein kinase regulator activity`GO:0030036^biological_process^actin cytoskeleton organization`GO:0007015^biological_process^actin filament organization`GO:0030031^biological_process^cell projection assembly`GO:0030865^biological_process^cortical cytoskeleton organization`GO:0043652^biological_process^engulfment of apoptotic cell`GO:0007163^biological_process^establishment or maintenance of cell polarity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0071593^biological_process^lymphocyte aggregation`GO:0008045^biological_process^motor neuron axon guidance`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:0010592^biological_process^positive regulation of lamellipodium assembly`GO:0090023^biological_process^positive regulation of neutrophil chemotaxis`GO:0016601^biological_process^Rac protein signal transduction`GO:0032956^biological_process^regulation of actin cytoskeleton organization`GO:0008360^biological_process^regulation of cell shape`GO:0010810^biological_process^regulation of cell-substrate adhesion`GO:0060753^biological_process^regulation of mast cell chemotaxis`GO:0043304^biological_process^regulation of mast cell degranulation`GO:1902622^biological_process^regulation of neutrophil migration`GO:0060263^biological_process^regulation of respiratory burst`GO:0042129^biological_process^regulation of T cell proliferation	GO:0005884^cellular_component^actin filament`GO:0005938^cellular_component^cell cortex`GO:0042995^cellular_component^cell projection`GO:0005737^cellular_component^cytoplasm`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0005856^cellular_component^cytoskeleton`GO:0005829^cellular_component^cytosol`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0030027^cellular_component^lamellipodium`GO:0005635^cellular_component^nuclear envelope`GO:0005886^cellular_component^plasma membrane`GO:0031982^cellular_component^vesicle`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity`GO:0019901^molecular_function^protein kinase binding`GO:0019887^molecular_function^protein kinase regulator activity`GO:0030036^biological_process^actin cytoskeleton organization`GO:0007015^biological_process^actin filament organization`GO:0030031^biological_process^cell projection assembly`GO:0030865^biological_process^cortical cytoskeleton organization`GO:0043652^biological_process^engulfment of apoptotic cell`GO:0007163^biological_process^establishment or maintenance of cell polarity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0071593^biological_process^lymphocyte aggregation`GO:0008045^biological_process^motor neuron axon guidance`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:0010592^biological_process^positive regulation of lamellipodium assembly`GO:0090023^biological_process^positive regulation of neutrophil chemotaxis`GO:0016601^biological_process^Rac protein signal transduction`GO:0032956^biological_process^regulation of actin cytoskeleton organization`GO:0008360^biological_process^regulation of cell shape`GO:0010810^biological_process^regulation of cell-substrate adhesion`GO:0060753^biological_process^regulation of mast cell chemotaxis`GO:0043304^biological_process^regulation of mast cell degranulation`GO:1902622^biological_process^regulation of neutrophil migration`GO:0060263^biological_process^regulation of respiratory burst`GO:0042129^biological_process^regulation of T cell proliferation	GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity`GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	OFRAG00000005824.1	GTP-BINDING PROTEIN RHO5	K04392
OG0001462	osedax	GO:0005737^cellular_component^cytoplasm`GO:0005768^cellular_component^endosome`GO:0010008^cellular_component^endosome membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0042802^molecular_function^identical protein binding`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0019843^molecular_function^rRNA binding`GO:0038023^molecular_function^signaling receptor activity`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0006954^biological_process^inflammatory response`GO:0045087^biological_process^innate immune response`GO:0002755^biological_process^MyD88-dependent toll-like receptor signaling pathway`GO:0043408^biological_process^regulation of MAPK cascade`GO:0009615^biological_process^response to virus`GO:0034178^biological_process^toll-like receptor 13 signaling pathway`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0005737^cellular_component^cytoplasm`GO:0005768^cellular_component^endosome`GO:0010008^cellular_component^endosome membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0042802^molecular_function^identical protein binding`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0019843^molecular_function^rRNA binding`GO:0038023^molecular_function^signaling receptor activity`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0006954^biological_process^inflammatory response`GO:0045087^biological_process^innate immune response`GO:0002755^biological_process^MyD88-dependent toll-like receptor signaling pathway`GO:0043408^biological_process^regulation of MAPK cascade`GO:0009615^biological_process^response to virus`GO:0034178^biological_process^toll-like receptor 13 signaling pathway`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	OFRAG00000005825.1	MSTPROX-RELATED	
OG0006604	osedax	.	.	.	OFRAG00000002515.1	NO HIT
OG0006604	osedax	.	.	.	OFRAG00000003548.1	NO HIT
OG0006604	osedax	.	.	.	OFRAG00000013723.1	NO HIT
OG0008753	osedax	GO:0016324^cellular_component^apical plasma membrane`GO:0016327^cellular_component^apicolateral plasma membrane`GO:0005737^cellular_component^cytoplasm`GO:0016021^cellular_component^integral component of membrane`GO:0005634^cellular_component^nucleus`GO:0032391^cellular_component^photoreceptor connecting cilium`GO:0005886^cellular_component^plasma membrane`GO:0016028^cellular_component^rhabdomere`GO:0005819^cellular_component^spindle`GO:0035003^cellular_component^subapical complex`GO:0005509^molecular_function^calcium ion binding`GO:0005112^molecular_function^Notch binding`GO:0005080^molecular_function^protein kinase C binding`GO:0030507^molecular_function^spectrin binding`GO:0034332^biological_process^adherens junction organization`GO:0046665^biological_process^amnioserosa maintenance`GO:0003383^biological_process^apical constriction`GO:0045176^biological_process^apical protein localization`GO:0106036^biological_process^assembly of apicomedial cortex actomyosin`GO:0051301^biological_process^cell division`GO:0061336^biological_process^cell morphogenesis involved in Malpighian tubule morphogenesis`GO:0051642^biological_process^centrosome localization`GO:0001745^biological_process^compound eye morphogenesis`GO:0042051^biological_process^compound eye photoreceptor development`GO:0007391^biological_process^dorsal closure`GO:0046664^biological_process^dorsal closure amnioserosa morphology change`GO:0035088^biological_process^establishment or maintenance of apical/basal cell polarity`GO:0007163^biological_process^establishment or maintenance of cell polarity`GO:0016332^biological_process^establishment or maintenance of polarity of embryonic epithelium`GO:0016334^biological_process^establishment or maintenance of polarity of follicular epithelium`GO:0035002^biological_process^liquid clearance open tracheal system`GO:0035090^biological_process^maintenance of apical/basal cell polarity`GO:0007443^biological_process^Malpighian tubule morphogenesis`GO:0061024^biological_process^membrane organization`GO:0045746^biological_process^negative regulation of Notch signaling pathway`GO:0046621^biological_process^negative regulation of organ growth`GO:0032435^biological_process^negative regulation of proteasomal ubiquitin-dependent protein catabolic process`GO:0007399^biological_process^nervous system development`GO:0098813^biological_process^nuclear chromosome segregation`GO:0007424^biological_process^open tracheal system development`GO:0045494^biological_process^photoreceptor cell maintenance`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:0035332^biological_process^positive regulation of hippo signaling`GO:0050821^biological_process^protein stabilization`GO:0045570^biological_process^regulation of imaginal disc growth`GO:0033157^biological_process^regulation of intracellular protein transport`GO:0032880^biological_process^regulation of protein localization`GO:0042052^biological_process^rhabdomere development`GO:0061541^biological_process^rhabdomere morphogenesis`GO:0007435^biological_process^salivary gland morphogenesis`GO:0060438^biological_process^trachea development`GO:0035239^biological_process^tube morphogenesis`GO:0048190^biological_process^wing disc dorsal/ventral pattern formation`GO:0045186^biological_process^zonula adherens assembly`GO:0045218^biological_process^zonula adherens maintenance	GO:0016324^cellular_component^apical plasma membrane`GO:0016327^cellular_component^apicolateral plasma membrane`GO:0005737^cellular_component^cytoplasm`GO:0016021^cellular_component^integral component of membrane`GO:0005634^cellular_component^nucleus`GO:0032391^cellular_component^photoreceptor connecting cilium`GO:0005886^cellular_component^plasma membrane`GO:0016028^cellular_component^rhabdomere`GO:0005819^cellular_component^spindle`GO:0035003^cellular_component^subapical complex`GO:0005509^molecular_function^calcium ion binding`GO:0005112^molecular_function^Notch binding`GO:0005080^molecular_function^protein kinase C binding`GO:0030507^molecular_function^spectrin binding`GO:0034332^biological_process^adherens junction organization`GO:0046665^biological_process^amnioserosa maintenance`GO:0003383^biological_process^apical constriction`GO:0045176^biological_process^apical protein localization`GO:0106036^biological_process^assembly of apicomedial cortex actomyosin`GO:0051301^biological_process^cell division`GO:0061336^biological_process^cell morphogenesis involved in Malpighian tubule morphogenesis`GO:0051642^biological_process^centrosome localization`GO:0001745^biological_process^compound eye morphogenesis`GO:0042051^biological_process^compound eye photoreceptor development`GO:0007391^biological_process^dorsal closure`GO:0046664^biological_process^dorsal closure amnioserosa morphology change`GO:0035088^biological_process^establishment or maintenance of apical/basal cell polarity`GO:0007163^biological_process^establishment or maintenance of cell polarity`GO:0016332^biological_process^establishment or maintenance of polarity of embryonic epithelium`GO:0016334^biological_process^establishment or maintenance of polarity of follicular epithelium`GO:0035002^biological_process^liquid clearance open tracheal system`GO:0035090^biological_process^maintenance of apical/basal cell polarity`GO:0007443^biological_process^Malpighian tubule morphogenesis`GO:0061024^biological_process^membrane organization`GO:0045746^biological_process^negative regulation of Notch signaling pathway`GO:0046621^biological_process^negative regulation of organ growth`GO:0032435^biological_process^negative regulation of proteasomal ubiquitin-dependent protein catabolic process`GO:0007399^biological_process^nervous system development`GO:0098813^biological_process^nuclear chromosome segregation`GO:0007424^biological_process^open tracheal system development`GO:0045494^biological_process^photoreceptor cell maintenance`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:0035332^biological_process^positive regulation of hippo signaling`GO:0050821^biological_process^protein stabilization`GO:0045570^biological_process^regulation of imaginal disc growth`GO:0033157^biological_process^regulation of intracellular protein transport`GO:0032880^biological_process^regulation of protein localization`GO:0042052^biological_process^rhabdomere development`GO:0061541^biological_process^rhabdomere morphogenesis`GO:0007435^biological_process^salivary gland morphogenesis`GO:0060438^biological_process^trachea development`GO:0035239^biological_process^tube morphogenesis`GO:0048190^biological_process^wing disc dorsal/ventral pattern formation`GO:0045186^biological_process^zonula adherens assembly`GO:0045218^biological_process^zonula adherens maintenance	.	OFRAG00000006414.1	NO HIT
OG0008756	osedax	.	.	.	OFRAG00000008858.1	NO HIT
OG0008756	osedax	.	.	.	OFRAG00000008860.1	HOMEOBOX PROTEIN ARAUCAN-RELATED	
OG0009650	osedax	GO:0005576^cellular_component^extracellular region`GO:0005833^cellular_component^hemoglobin complex`GO:0020037^molecular_function^heme binding`GO:0005506^molecular_function^iron ion binding`GO:0019825^molecular_function^oxygen binding`GO:0005344^molecular_function^oxygen carrier activity	GO:0005576^cellular_component^extracellular region`GO:0005833^cellular_component^hemoglobin complex`GO:0020037^molecular_function^heme binding`GO:0005506^molecular_function^iron ion binding`GO:0019825^molecular_function^oxygen binding`GO:0005344^molecular_function^oxygen carrier activity	GO:0020037^molecular_function^heme binding	OFRAG00000006332.1	BLR2807 PROTEIN	
OG0009650	osedax	GO:0005576^cellular_component^extracellular region`GO:0005833^cellular_component^hemoglobin complex`GO:0020037^molecular_function^heme binding`GO:0005506^molecular_function^iron ion binding`GO:0019825^molecular_function^oxygen binding`GO:0005344^molecular_function^oxygen carrier activity	GO:0005576^cellular_component^extracellular region`GO:0005833^cellular_component^hemoglobin complex`GO:0020037^molecular_function^heme binding`GO:0005506^molecular_function^iron ion binding`GO:0019825^molecular_function^oxygen binding`GO:0005344^molecular_function^oxygen carrier activity	GO:0020037^molecular_function^heme binding	OFRAG00000006333.1	BLR2807 PROTEIN	
