OG0000009	capitella			\tCapteT143021		
OG0000009	capitella			\tCapteT143088		
OG0000009	capitella			\tCapteT197228		
OG0000009	capitella			\tCapteT201220		
OG0000009	capitella			\tCapteT205867		
OG0000009	capitella			\tCapteT89874		
OG0000009	capitella			\tCapteT97458		
OG0000009	capitella			\tCapteT97468		
OG0000034	capitella			\tCapteT106883		
OG0000034	capitella			\tCapteT110451	K03320	
OG0000034	capitella			\tCapteT117854		
OG0000034	capitella			\tCapteT117881		
OG0000034	capitella			\tCapteT122246		
OG0000034	capitella			\tCapteT123060		
OG0000034	capitella			\tCapteT124321	K03320	
OG0000034	capitella			\tCapteT127636		
OG0000034	capitella			\tCapteT175196		
OG0000034	capitella			\tCapteT175203		
OG0000034	capitella			\tCapteT216938		
OG0000034	capitella			\tCapteT93429		
OG0000038	capitella			\tCapteT116768		
OG0000038	capitella			\tCapteT120620		
OG0000038	capitella			\tCapteT122659		
OG0000038	capitella			\tCapteT123692		
OG0000038	capitella			\tCapteT123852		
OG0000038	capitella			\tCapteT125523		
OG0000038	capitella			\tCapteT125872		
OG0000038	capitella			\tCapteT136852		
OG0000038	capitella			\tCapteT141083		
OG0000038	capitella			\tCapteT188040		
OG0000038	capitella			\tCapteT188807		
OG0000038	capitella			\tCapteT191506		
OG0000038	capitella			\tCapteT192066		
OG0000038	capitella			\tCapteT197670		
OG0000038	capitella			\tCapteT200934		
OG0000038	capitella			\tCapteT202387		
OG0000038	capitella			\tCapteT202881		
OG0000038	capitella			\tCapteT205214		
OG0000038	capitella			\tCapteT206367		
OG0000038	capitella			\tCapteT207955		
OG0000038	capitella			\tCapteT212200		
OG0000038	capitella			\tCapteT212477		
OG0000038	capitella			\tCapteT213751		
OG0000038	capitella			\tCapteT220852		
OG0000038	capitella			\tCapteT31306		
OG0000038	capitella			\tCapteT40632		
OG0000038	capitella			\tCapteT57001		
OG0000038	capitella			\tCapteT57351		
OG0000038	capitella			\tCapteT59258		
OG0000040							
OG0000046	capitella			\tCapteT103676	K05129	
OG0000046	capitella			\tCapteT105341	K05129	
OG0000046	capitella			\tCapteT106613	K01315	
OG0000046	capitella			\tCapteT107008	K05129	
OG0000046	capitella			\tCapteT115600	K05129	
OG0000046	capitella			\tCapteT126955	K05129	
OG0000046	capitella			\tCapteT126970	K05122	
OG0000046	capitella			\tCapteT130025	K05460	
OG0000046	capitella			\tCapteT130039	K05122	
OG0000046	capitella			\tCapteT134761	K05129	
OG0000046	capitella			\tCapteT145783	K01315	
OG0000046	capitella			\tCapteT145843		
OG0000046	capitella			\tCapteT223208	K09644	
OG0000046	capitella			\tCapteT224866	K09644	
OG0000046	capitella			\tCapteT229401	K05129	
OG0000046	capitella			\tCapteT32170	K09644	
OG0000046	capitella			\tCapteT46304	K01315	
OG0000046	capitella			\tCapteT49103	K09644	
OG0000046	capitella			\tCapteT49261	K05129	
OG0000046	capitella			\tCapteT49438	K05129	
OG0000046	capitella			\tCapteT49977	K05122	
OG0000046	capitella			\tCapteT49991	K01315	
OG0000046	capitella			\tCapteT50131	K09644	
OG0000046	capitella			\tCapteT50153	K05129	
OG0000046	capitella			\tCapteT50526	K01315	
OG0000046	capitella			\tCapteT50942	K05129	
OG0000046	capitella			\tCapteT51065	K05129	
OG0000046	capitella			\tCapteT58220	K05122	
OG0000046	capitella			\tCapteT59638	K05122	
OG0000046	capitella			\tCapteT59639	K05129	
OG0000047	capitella			\tCapteT116220		
OG0000047	capitella			\tCapteT139928		
OG0000049	capitella			\tCapteT137927	K05030	
OG0000049	capitella			\tCapteT184940		
OG0000049	capitella			\tCapteT185450	K05030	
OG0000049	capitella			\tCapteT187533	K05030	
OG0000049	capitella			\tCapteT190420	K05030	
OG0000049	capitella			\tCapteT192770	K05030	
OG0000049	capitella			\tCapteT194881	K05030	
OG0000049	capitella			\tCapteT196478	K05030	
OG0000049	capitella			\tCapteT197077	K05030	
OG0000049	capitella			\tCapteT199562		
OG0000049	capitella			\tCapteT200668	K05030	
OG0000049	capitella			\tCapteT200719	K05030	
OG0000049	capitella			\tCapteT202889	K05030	
OG0000049	capitella			\tCapteT203927	K05030	
OG0000049	capitella			\tCapteT204496		
OG0000049	capitella			\tCapteT204949	K05030	
OG0000049	capitella			\tCapteT206073	K05030	
OG0000049	capitella			\tCapteT206805	K05030	
OG0000049	capitella			\tCapteT208582	K05030	
OG0000049	capitella			\tCapteT209159	K05030	
OG0000049	capitella			\tCapteT210217	K05030	
OG0000049	capitella			\tCapteT217108	K05030	
OG0000049	capitella			\tCapteT220102	K05030	
OG0000049	capitella			\tCapteT220787	K05030	
