OG0000009							
OG0000034	paraescarpia	
OG0000034	paraescarpia	
OG0000034	paraescarpia	
OG0000034	paraescarpia	
OG0000034	paraescarpia	
OG0000034	paraescarpia	
OG0000034	paraescarpia	
OG0000034	paraescarpia	
OG0000034	paraescarpia	
OG0000038	paraescarpia	
OG0000038	paraescarpia	
OG0000038	paraescarpia	
OG0000038	paraescarpia	
OG0000038	paraescarpia	
OG0000038	paraescarpia	
OG0000038	paraescarpia	
OG0000038	paraescarpia	
OG0000038	paraescarpia	
OG0000038	paraescarpia	
OG0000038	paraescarpia	
OG0000038	paraescarpia	
OG0000038	paraescarpia	
OG0000038	paraescarpia	
OG0000038	paraescarpia	
OG0000038	paraescarpia	
OG0000038	paraescarpia	
OG0000038	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000040	paraescarpia	
OG0000046	paraescarpia	
OG0000046	paraescarpia	
OG0000046	paraescarpia	
OG0000046	paraescarpia	
OG0000047	paraescarpia	
OG0000047	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000049	paraescarpia	
OG0000055	paraescarpia	
OG0000055	paraescarpia	
OG0000055	paraescarpia	
OG0000055	paraescarpia	
OG0000055	paraescarpia	
OG0000055	paraescarpia	
OG0000055	paraescarpia	
OG0000055	paraescarpia	
OG0000055	paraescarpia	
OG0000055	paraescarpia	
OG0000055	paraescarpia	
OG0000055	paraescarpia	
OG0000056	paraescarpia	
OG0000056	paraescarpia	
OG0000056	paraescarpia	
OG0000056	paraescarpia	
OG0000056	paraescarpia	
OG0000056	paraescarpia	
OG0000056	paraescarpia	
OG0000056	paraescarpia	
OG0000056	paraescarpia	
OG0000056	paraescarpia	
OG0000056	paraescarpia	
OG0000056	paraescarpia	
OG0000056	paraescarpia	
OG0000056	paraescarpia	
OG0000056	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000063	paraescarpia	
OG0000063	paraescarpia	
OG0000063	paraescarpia	
OG0000065	paraescarpia	
OG0000065	paraescarpia	
OG0000065	paraescarpia	
OG0000065	paraescarpia	
OG0000065	paraescarpia	
