OG0000043	paraescarpia	
OG0000043	paraescarpia	
OG0000043	paraescarpia	
OG0000043	paraescarpia	
OG0000043	paraescarpia	
OG0000043	paraescarpia	
OG0000043	paraescarpia	
OG0000043	paraescarpia	
OG0000043	paraescarpia	
OG0000043	paraescarpia	
OG0000043	paraescarpia	
OG0000043	paraescarpia	
OG0000043	paraescarpia	
OG0000043	paraescarpia	
OG0000043	paraescarpia	
OG0000043	paraescarpia	
OG0000043	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000061	paraescarpia	
OG0000062	paraescarpia	
OG0000062	paraescarpia	
OG0000062	paraescarpia	
OG0000062	paraescarpia	
OG0000062	paraescarpia	
OG0000062	paraescarpia	
OG0000062	paraescarpia	
OG0000062	paraescarpia	
OG0000062	paraescarpia	
OG0000062	paraescarpia	
OG0000062	paraescarpia	
OG0000062	paraescarpia	
OG0000062	paraescarpia	
OG0000107							
OG0000123	paraescarpia	
OG0000123	paraescarpia	
OG0000138	paraescarpia	
OG0000138	paraescarpia	
OG0000138	paraescarpia	
OG0000138	paraescarpia	
OG0000138	paraescarpia	
OG0000245	paraescarpia	
OG0000245	paraescarpia	
OG0000256							
OG0000299	paraescarpia	
OG0000299	paraescarpia	
OG0000299	paraescarpia	
OG0000299	paraescarpia	
OG0000299	paraescarpia	
OG0000299	paraescarpia	
OG0000299	paraescarpia	
OG0000299	paraescarpia	
OG0000299	paraescarpia	
OG0000299	paraescarpia	
OG0000299	paraescarpia	
OG0000299	paraescarpia	
OG0000299	paraescarpia	
OG0000299	paraescarpia	
OG0000299	paraescarpia	
OG0000313	paraescarpia	
OG0000313	paraescarpia	
OG0000313	paraescarpia	
OG0000313	paraescarpia	
OG0000313	paraescarpia	
OG0000313	paraescarpia	
OG0000313	paraescarpia	
OG0000313	paraescarpia	
OG0000314							
OG0000315							
OG0000316							
OG0000326							
OG0000350	paraescarpia	
OG0000350	paraescarpia	
OG0000350	paraescarpia	
OG0000350	paraescarpia	
