OG0000863																		Oalv|OALVG00000000569.1, Oalv|OALVG00000001852.1, Oalv|OALVG00000005135.1, Oalv|OALVG00000005136.1, Oalv|OALVG00000005138.1, Oalv|OALVG00000005139.1, Oalv|OALVG00000006416.1, Oalv|OALVG00000006417.1, Oalv|OALVG00000006418.1, Oalv|OALVG00000006471.1, Oalv|OALVG00000006472.1, Oalv|OALVG00000006476.1, Oalv|OALVG00000006477.1, Oalv|OALVG00000006478.1, Oalv|OALVG00000007745.1, Oalv|OALVG00000007746.1, Oalv|OALVG00000007747.1, Oalv|OALVG00000007748.1, Oalv|OALVG00000007749.1, Oalv|OALVG00000007750.1, Oalv|OALVG00000010211.1, Oalv|OALVG00000010212.1, Oalv|OALVG00000010216.1, Oalv|OALVG00000010217.1, Oalv|OALVG00000010218.1, Oalv|OALVG00000010219.1, Oalv|OALVG00000010246.1, Oalv|OALVG00000010247.1, Oalv|OALVG00000010248.1, Oalv|OALVG00000010252.1, Oalv|OALVG00000010253.1, Oalv|OALVG00000010255.1, Oalv|OALVG00000010257.1, Oalv|OALVG00000010274.1, Oalv|OALVG00000010276.1, Oalv|OALVG00000010431.1, Oalv|OALVG00000015558.1, Oalv|OALVG00000017975.1, Oalv|OALVG00000025025.1, Oalv|OALVG00000025026.1, Oalv|OALVG00000025035.1, Oalv|OALVG00000025036.1, Oalv|OALVG00000025037.1, Oalv|OALVG00000025041.1, Oalv|OALVG00000025042.1, Oalv|OALVG00000025043.1, Oalv|OALVG00000025044.1, Oalv|OALVG00000027742.1, Oalv|OALVG00000031526.1, Oalv|OALVG00000031532.1, Oalv|OALVG00000031533.1, Oalv|OALVG00000031794.1, Oalv|OALVG00000031795.1, Oalv|OALVG00000031797.1, Oalv|OALVG00000032151.1, Oalv|OALVG00000032666.1, Oalv|OALVG00000032667.1, Oalv|OALVG00000032668.1, Oalv|OALVG00000032810.1, Oalv|OALVG00000032811.1, Oalv|OALVG00000032812.1, Oalv|OALVG00000033413.1, Oalv|OALVG00000033414.1, Oalv|OALVG00000033415.1, Oalv|OALVG00000033417.1, Oalv|OALVG00000033418.1, Oalv|OALVG00000034229.1, Oalv|OALVG00000034230.1, Oalv|OALVG00000034231.1, Oalv|OALVG00000034232.1, Oalv|OALVG00000034234.1, Oalv|OALVG00000034236.1										
OG0001123																		Oalv|OALVG00000000915.1, Oalv|OALVG00000001071.1, Oalv|OALVG00000001292.1, Oalv|OALVG00000002203.1, Oalv|OALVG00000002248.1, Oalv|OALVG00000002568.1, Oalv|OALVG00000003372.1, Oalv|OALVG00000003584.1, Oalv|OALVG00000004103.1, Oalv|OALVG00000004848.1, Oalv|OALVG00000005108.1, Oalv|OALVG00000006162.1, Oalv|OALVG00000007185.1, Oalv|OALVG00000007192.1, Oalv|OALVG00000007195.1, Oalv|OALVG00000007712.1, Oalv|OALVG00000009145.1, Oalv|OALVG00000011037.1, Oalv|OALVG00000011080.1, Oalv|OALVG00000011598.1, Oalv|OALVG00000011778.1, Oalv|OALVG00000011828.1, Oalv|OALVG00000012363.1, Oalv|OALVG00000014055.1, Oalv|OALVG00000014599.1, Oalv|OALVG00000014858.1, Oalv|OALVG00000015208.1, Oalv|OALVG00000015888.1, Oalv|OALVG00000016122.1, Oalv|OALVG00000016434.1, Oalv|OALVG00000016933.1, Oalv|OALVG00000017058.1, Oalv|OALVG00000017097.1, Oalv|OALVG00000017570.1, Oalv|OALVG00000017606.1, Oalv|OALVG00000017629.1, Oalv|OALVG00000017753.1, Oalv|OALVG00000018766.1, Oalv|OALVG00000019495.1, Oalv|OALVG00000019612.1, Oalv|OALVG00000019620.1, Oalv|OALVG00000021777.1, Oalv|OALVG00000021824.1, Oalv|OALVG00000022620.1, Oalv|OALVG00000024654.1, Oalv|OALVG00000025533.1, Oalv|OALVG00000025540.1, Oalv|OALVG00000025678.1, Oalv|OALVG00000026056.1, Oalv|OALVG00000026155.1, Oalv|OALVG00000026472.1, Oalv|OALVG00000026593.1, Oalv|OALVG00000027387.1, Oalv|OALVG00000028718.1, Oalv|OALVG00000030139.1, Oalv|OALVG00000031965.1, Oalv|OALVG00000032291.1, Oalv|OALVG00000032784.1, Oalv|OALVG00000034429.1, Oalv|OALVG00000035261.1, Oalv|OALVG00000035418.1, Oalv|OALVG00000035464.1										
OG0001407																		Oalv|OALVG00000018043.1, Oalv|OALVG00000018047.1, Oalv|OALVG00000018048.1, Oalv|OALVG00000018055.1, Oalv|OALVG00000018059.1, Oalv|OALVG00000018061.1, Oalv|OALVG00000018064.1, Oalv|OALVG00000018065.1, Oalv|OALVG00000018068.1, Oalv|OALVG00000018078.1, Oalv|OALVG00000018079.1, Oalv|OALVG00000018082.1, Oalv|OALVG00000018084.1, Oalv|OALVG00000018088.1, Oalv|OALVG00000018090.1, Oalv|OALVG00000018099.1, Oalv|OALVG00000018100.1, Oalv|OALVG00000018108.1, Oalv|OALVG00000018111.1, Oalv|OALVG00000018112.1, Oalv|OALVG00000018113.1, Oalv|OALVG00000018123.1, Oalv|OALVG00000018127.1, Oalv|OALVG00000018132.1, Oalv|OALVG00000018140.1, Oalv|OALVG00000018147.1, Oalv|OALVG00000018151.1, Oalv|OALVG00000018157.1, Oalv|OALVG00000018166.1, Oalv|OALVG00000018171.1, Oalv|OALVG00000018179.1, Oalv|OALVG00000018984.1, Oalv|OALVG00000018989.1, Oalv|OALVG00000018993.1, Oalv|OALVG00000018996.1, Oalv|OALVG00000019003.1, Oalv|OALVG00000019005.1, Oalv|OALVG00000019009.1, Oalv|OALVG00000019013.1, Oalv|OALVG00000019014.1, Oalv|OALVG00000019016.1, Oalv|OALVG00000019020.1, Oalv|OALVG00000019029.1, Oalv|OALVG00000019031.1, Oalv|OALVG00000019033.1, Oalv|OALVG00000019045.1, Oalv|OALVG00000019046.1, Oalv|OALVG00000019050.1, Oalv|OALVG00000019058.1, Oalv|OALVG00000019535.1, Oalv|OALVG00000019537.1, Oalv|OALVG00000019538.1, Oalv|OALVG00000019542.1, Oalv|OALVG00000019564.1, Oalv|OALVG00000019566.1										
OG0001464																		Oalv|OALVG00000018039.1, Oalv|OALVG00000018045.1, Oalv|OALVG00000018052.1, Oalv|OALVG00000018056.1, Oalv|OALVG00000018067.1, Oalv|OALVG00000018069.1, Oalv|OALVG00000018076.1, Oalv|OALVG00000018081.1, Oalv|OALVG00000018085.1, Oalv|OALVG00000018102.1, Oalv|OALVG00000018110.1, Oalv|OALVG00000018118.1, Oalv|OALVG00000018120.1, Oalv|OALVG00000018121.1, Oalv|OALVG00000018122.1, Oalv|OALVG00000018126.1, Oalv|OALVG00000018136.1, Oalv|OALVG00000018174.1, Oalv|OALVG00000018176.1, Oalv|OALVG00000018184.1, Oalv|OALVG00000018209.1, Oalv|OALVG00000018214.1, Oalv|OALVG00000018238.1, Oalv|OALVG00000018243.1, Oalv|OALVG00000018246.1, Oalv|OALVG00000018247.1, Oalv|OALVG00000018250.1, Oalv|OALVG00000018253.1, Oalv|OALVG00000018255.1, Oalv|OALVG00000018261.1, Oalv|OALVG00000018265.1, Oalv|OALVG00000018269.1, Oalv|OALVG00000018274.1, Oalv|OALVG00000018282.1, Oalv|OALVG00000018288.1, Oalv|OALVG00000018292.1, Oalv|OALVG00000018299.1, Oalv|OALVG00000018302.1, Oalv|OALVG00000018306.1, Oalv|OALVG00000018332.1, Oalv|OALVG00000018351.1, Oalv|OALVG00000018362.1, Oalv|OALVG00000019011.1, Oalv|OALVG00000019017.1, Oalv|OALVG00000019030.1, Oalv|OALVG00000019037.1, Oalv|OALVG00000019044.1, Oalv|OALVG00000019055.1, Oalv|OALVG00000019340.1, Oalv|OALVG00000019345.1, Oalv|OALVG00000019348.1, Oalv|OALVG00000019540.1, Oalv|OALVG00000019558.1, Oalv|OALVG00000034712.1										
OG0001519																		Oalv|OALVG00000018396.1, Oalv|OALVG00000018397.1, Oalv|OALVG00000018400.1, Oalv|OALVG00000018402.1, Oalv|OALVG00000018404.1, Oalv|OALVG00000018406.1, Oalv|OALVG00000018411.1, Oalv|OALVG00000018413.1, Oalv|OALVG00000018419.1, Oalv|OALVG00000018420.1, Oalv|OALVG00000018425.1, Oalv|OALVG00000018426.1, Oalv|OALVG00000018428.1, Oalv|OALVG00000018429.1, Oalv|OALVG00000018432.1, Oalv|OALVG00000018435.1, Oalv|OALVG00000018437.1, Oalv|OALVG00000018438.1, Oalv|OALVG00000018442.1, Oalv|OALVG00000018443.1, Oalv|OALVG00000018446.1, Oalv|OALVG00000018450.1, Oalv|OALVG00000018451.1, Oalv|OALVG00000018453.1, Oalv|OALVG00000018454.1, Oalv|OALVG00000018460.1, Oalv|OALVG00000018461.1, Oalv|OALVG00000018463.1, Oalv|OALVG00000018464.1, Oalv|OALVG00000018465.1, Oalv|OALVG00000018467.1, Oalv|OALVG00000018468.1, Oalv|OALVG00000018470.1, Oalv|OALVG00000018471.1, Oalv|OALVG00000018473.1, Oalv|OALVG00000018474.1, Oalv|OALVG00000018476.1, Oalv|OALVG00000018477.1, Oalv|OALVG00000018478.1, Oalv|OALVG00000018480.1, Oalv|OALVG00000018481.1, Oalv|OALVG00000018483.1, Oalv|OALVG00000018486.1, Oalv|OALVG00000018488.1, Oalv|OALVG00000018489.1, Oalv|OALVG00000018492.1, Oalv|OALVG00000018493.1, Oalv|OALVG00000018496.1, Oalv|OALVG00000018497.1, Oalv|OALVG00000018499.1, Oalv|OALVG00000018500.1, Oalv|OALVG00000018503.1, Oalv|OALVG00000018504.1										
OG0002098																		Oalv|OALVG00000018105.1, Oalv|OALVG00000018133.1, Oalv|OALVG00000018134.1, Oalv|OALVG00000018149.1, Oalv|OALVG00000018172.1, Oalv|OALVG00000018173.1, Oalv|OALVG00000018186.1, Oalv|OALVG00000018187.1, Oalv|OALVG00000018208.1, Oalv|OALVG00000018211.1, Oalv|OALVG00000018213.1, Oalv|OALVG00000018215.1, Oalv|OALVG00000018225.1, Oalv|OALVG00000018231.1, Oalv|OALVG00000018249.1, Oalv|OALVG00000018256.1, Oalv|OALVG00000018262.1, Oalv|OALVG00000018266.1, Oalv|OALVG00000018270.1, Oalv|OALVG00000018275.1, Oalv|OALVG00000018283.1, Oalv|OALVG00000018286.1, Oalv|OALVG00000018289.1, Oalv|OALVG00000018293.1, Oalv|OALVG00000018296.1, Oalv|OALVG00000018303.1, Oalv|OALVG00000018307.1, Oalv|OALVG00000018334.1, Oalv|OALVG00000018335.1, Oalv|OALVG00000018343.1, Oalv|OALVG00000018349.1, Oalv|OALVG00000018350.1, Oalv|OALVG00000018352.1, Oalv|OALVG00000018356.1, Oalv|OALVG00000018357.1, Oalv|OALVG00000018372.1, Oalv|OALVG00000018979.1, Oalv|OALVG00000019004.1, Oalv|OALVG00000019342.1, Oalv|OALVG00000019353.1, Oalv|OALVG00000019354.1, Oalv|OALVG00000019546.1, Oalv|OALVG00000019549.1, Oalv|OALVG00000019563.1, Oalv|OALVG00000034714.1										
OG0002341																		Oalv|OALVG00000016600.1, Oalv|OALVG00000016601.1, Oalv|OALVG00000016602.1, Oalv|OALVG00000016605.1, Oalv|OALVG00000016606.1, Oalv|OALVG00000016607.1, Oalv|OALVG00000016608.1, Oalv|OALVG00000016609.1, Oalv|OALVG00000016611.1, Oalv|OALVG00000016612.1, Oalv|OALVG00000016613.1, Oalv|OALVG00000016614.1, Oalv|OALVG00000016616.1, Oalv|OALVG00000016618.1, Oalv|OALVG00000016619.1, Oalv|OALVG00000016620.1, Oalv|OALVG00000016622.1, Oalv|OALVG00000016623.1, Oalv|OALVG00000016625.1, Oalv|OALVG00000016626.1, Oalv|OALVG00000016627.1, Oalv|OALVG00000016628.1, Oalv|OALVG00000016630.1, Oalv|OALVG00000016631.1, Oalv|OALVG00000016632.1, Oalv|OALVG00000016633.1, Oalv|OALVG00000016635.1, Oalv|OALVG00000016636.1, Oalv|OALVG00000016637.1, Oalv|OALVG00000016639.1, Oalv|OALVG00000016640.1, Oalv|OALVG00000016641.1, Oalv|OALVG00000016642.1, Oalv|OALVG00000016644.1, Oalv|OALVG00000016646.1, Oalv|OALVG00000016647.1, Oalv|OALVG00000016648.1, Oalv|OALVG00000016650.1, Oalv|OALVG00000016651.1, Oalv|OALVG00000016652.1, Oalv|OALVG00000034687.1, Oalv|OALVG00000034688.1, Oalv|OALVG00000034689.1										
OG0002457																		Oalv|OALVG00000018395.1, Oalv|OALVG00000018398.1, Oalv|OALVG00000018399.1, Oalv|OALVG00000018403.1, Oalv|OALVG00000018407.1, Oalv|OALVG00000018409.1, Oalv|OALVG00000018410.1, Oalv|OALVG00000018414.1, Oalv|OALVG00000018417.1, Oalv|OALVG00000018421.1, Oalv|OALVG00000018430.1, Oalv|OALVG00000018431.1, Oalv|OALVG00000018433.1, Oalv|OALVG00000018434.1, Oalv|OALVG00000018436.1, Oalv|OALVG00000018439.1, Oalv|OALVG00000018440.1, Oalv|OALVG00000018441.1, Oalv|OALVG00000018444.1, Oalv|OALVG00000018445.1, Oalv|OALVG00000018447.1, Oalv|OALVG00000018452.1, Oalv|OALVG00000018457.1, Oalv|OALVG00000018458.1, Oalv|OALVG00000018459.1, Oalv|OALVG00000018462.1, Oalv|OALVG00000018466.1, Oalv|OALVG00000018469.1, Oalv|OALVG00000018472.1, Oalv|OALVG00000018475.1, Oalv|OALVG00000018479.1, Oalv|OALVG00000018482.1, Oalv|OALVG00000018484.1, Oalv|OALVG00000018485.1, Oalv|OALVG00000018487.1, Oalv|OALVG00000018490.1, Oalv|OALVG00000018491.1, Oalv|OALVG00000018495.1, Oalv|OALVG00000018498.1, Oalv|OALVG00000018502.1, Oalv|OALVG00000018505.1, Oalv|OALVG00000018506.1										
OG0002458																		Oalv|OALVG00000022988.1, Oalv|OALVG00000022989.1, Oalv|OALVG00000022990.1, Oalv|OALVG00000022991.1, Oalv|OALVG00000022992.1, Oalv|OALVG00000022993.1, Oalv|OALVG00000022994.1, Oalv|OALVG00000022995.1, Oalv|OALVG00000022996.1, Oalv|OALVG00000022997.1, Oalv|OALVG00000022998.1, Oalv|OALVG00000022999.1, Oalv|OALVG00000023000.1, Oalv|OALVG00000023001.1, Oalv|OALVG00000023002.1, Oalv|OALVG00000023003.1, Oalv|OALVG00000023004.1, Oalv|OALVG00000023005.1, Oalv|OALVG00000023006.1, Oalv|OALVG00000023007.1, Oalv|OALVG00000023008.1, Oalv|OALVG00000023009.1, Oalv|OALVG00000023010.1, Oalv|OALVG00000023011.1, Oalv|OALVG00000023012.1, Oalv|OALVG00000023014.1, Oalv|OALVG00000023015.1, Oalv|OALVG00000023016.1, Oalv|OALVG00000023017.1, Oalv|OALVG00000023018.1, Oalv|OALVG00000023019.1, Oalv|OALVG00000023020.1, Oalv|OALVG00000023021.1, Oalv|OALVG00000023022.1, Oalv|OALVG00000023023.1, Oalv|OALVG00000023024.1, Oalv|OALVG00000023025.1, Oalv|OALVG00000023026.1, Oalv|OALVG00000023027.1, Oalv|OALVG00000023028.1, Oalv|OALVG00000023029.1, Oalv|OALVG00000023030.1										
OG0002603																		Oalv|OALVG00000014362.1, Oalv|OALVG00000014363.1, Oalv|OALVG00000014364.1, Oalv|OALVG00000014365.1, Oalv|OALVG00000014366.1, Oalv|OALVG00000014367.1, Oalv|OALVG00000014368.1, Oalv|OALVG00000014370.1, Oalv|OALVG00000014371.1, Oalv|OALVG00000014372.1, Oalv|OALVG00000014374.1, Oalv|OALVG00000014375.1, Oalv|OALVG00000014376.1, Oalv|OALVG00000014377.1, Oalv|OALVG00000014378.1, Oalv|OALVG00000014380.1, Oalv|OALVG00000014381.1, Oalv|OALVG00000014382.1, Oalv|OALVG00000014383.1, Oalv|OALVG00000014384.1, Oalv|OALVG00000014385.1, Oalv|OALVG00000014386.1, Oalv|OALVG00000014387.1, Oalv|OALVG00000014388.1, Oalv|OALVG00000014389.1, Oalv|OALVG00000014390.1, Oalv|OALVG00000014391.1, Oalv|OALVG00000014393.1, Oalv|OALVG00000014394.1, Oalv|OALVG00000014395.1, Oalv|OALVG00000014396.1, Oalv|OALVG00000014397.1, Oalv|OALVG00000014398.1, Oalv|OALVG00000014399.1, Oalv|OALVG00000014400.1, Oalv|OALVG00000014401.1, Oalv|OALVG00000014402.1, Oalv|OALVG00000014403.1, Oalv|OALVG00000014404.1, Oalv|OALVG00000014406.1, Oalv|OALVG00000014407.1										
