OG0000167							
OG0000285	riftia	GO:0016323^cellular_component^basolateral plasma membrane`GO:0005615^cellular_component^extracellular space`GO:0019897^cellular_component^extrinsic component of plasma membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0008236^molecular_function^serine-type peptidase activity`GO:0070268^biological_process^cornification`GO:0060672^biological_process^epithelial cell morphogenesis involved in placental branching`GO:0030216^biological_process^keratinocyte differentiation`GO:0001843^biological_process^neural tube closure`GO:0006508^biological_process^proteolysis	GO:0016323^cellular_component^basolateral plasma membrane`GO:0005615^cellular_component^extracellular space`GO:0019897^cellular_component^extrinsic component of plasma membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0008236^molecular_function^serine-type peptidase activity`GO:0070268^biological_process^cornification`GO:0060672^biological_process^epithelial cell morphogenesis involved in placental branching`GO:0030216^biological_process^keratinocyte differentiation`GO:0001843^biological_process^neural tube closure`GO:0006508^biological_process^proteolysis	GO:0005515^molecular_function^protein binding	RPACG00000032755.1	LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED	
OG0000444	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0140359^molecular_function^ABC-type transporter activity`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0015431^molecular_function^ATPase-coupled glutathione S-conjugate transmembrane transporter activity`GO:0008559^molecular_function^ATPase-coupled xenobiotic transmembrane transporter activity`GO:0042910^molecular_function^xenobiotic transmembrane transporter activity`GO:0071716^biological_process^leukotriene transport`GO:0050729^biological_process^positive regulation of inflammatory response`GO:0042493^biological_process^response to drug	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0140359^molecular_function^ABC-type transporter activity`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0015431^molecular_function^ATPase-coupled glutathione S-conjugate transmembrane transporter activity`GO:0008559^molecular_function^ATPase-coupled xenobiotic transmembrane transporter activity`GO:0042910^molecular_function^xenobiotic transmembrane transporter activity`GO:0071716^biological_process^leukotriene transport`GO:0050729^biological_process^positive regulation of inflammatory response`GO:0042493^biological_process^response to drug	GO:0005524^molecular_function^ATP binding`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0055085^biological_process^transmembrane transport`GO:0016021^cellular_component^integral component of membrane`GO:0016887^molecular_function^ATPase activity	RPACG00000018101.1	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 4	K05673
OG0000477	riftia	.	.	.	RPACG00000019405.1	NO HIT
OG0000565	riftia	.	.	GO:0000398^biological_process^mRNA splicing via spliceosome`GO:0046540^cellular_component^U4/U6 x U5 tri-snRNP complex`GO:0005515^molecular_function^protein binding	RPACG00000003690.1	LD33804P	K10447
OG0000565	riftia	.	.	GO:0005515^molecular_function^protein binding	RPACG00000003691.1	LD33804P	K10447
OG0000565	riftia	GO:0031463^cellular_component^Cul3-RING ubiquitin ligase complex`GO:0030496^cellular_component^midbody`GO:0007049^biological_process^cell cycle`GO:0051301^biological_process^cell division`GO:0016567^biological_process^protein ubiquitination`GO:0032465^biological_process^regulation of cytokinesis	GO:0031463^cellular_component^Cul3-RING ubiquitin ligase complex`GO:0030496^cellular_component^midbody`GO:0007049^biological_process^cell cycle`GO:0051301^biological_process^cell division`GO:0016567^biological_process^protein ubiquitination`GO:0032465^biological_process^regulation of cytokinesis	GO:0005515^molecular_function^protein binding	RPACG00000007260.2	SUBFAMILY NOT NAMED	K10447
OG0000565	riftia	.	.	GO:0005515^molecular_function^protein binding	RPACG00000034356.1	LD33804P	K10447
OG0000593	riftia	GO:0005887^cellular_component^integral component of plasma membrane`GO:0015280^molecular_function^ligand-gated sodium channel activity`GO:0001662^biological_process^behavioral fear response`GO:0035725^biological_process^sodium ion transmembrane transport	GO:0005887^cellular_component^integral component of plasma membrane`GO:0015280^molecular_function^ligand-gated sodium channel activity`GO:0001662^biological_process^behavioral fear response`GO:0035725^biological_process^sodium ion transmembrane transport	GO:0005272^molecular_function^sodium channel activity`GO:0006814^biological_process^sodium ion transport`GO:0016020^cellular_component^membrane	RPACG00000003379.1	DEGENERIN-LIKE PROTEIN UNC-105	
OG0000593	riftia	GO:0016324^cellular_component^apical plasma membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0034706^cellular_component^sodium channel complex`GO:0015280^molecular_function^ligand-gated sodium channel activity`GO:0050891^biological_process^multicellular organismal water homeostasis`GO:0050896^biological_process^response to stimulus`GO:0050909^biological_process^sensory perception of taste`GO:0055078^biological_process^sodium ion homeostasis`GO:0035725^biological_process^sodium ion transmembrane transport	GO:0016324^cellular_component^apical plasma membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0034706^cellular_component^sodium channel complex`GO:0015280^molecular_function^ligand-gated sodium channel activity`GO:0050891^biological_process^multicellular organismal water homeostasis`GO:0050896^biological_process^response to stimulus`GO:0050909^biological_process^sensory perception of taste`GO:0055078^biological_process^sodium ion homeostasis`GO:0035725^biological_process^sodium ion transmembrane transport	GO:0005272^molecular_function^sodium channel activity`GO:0006814^biological_process^sodium ion transport`GO:0016020^cellular_component^membrane	RPACG00000004269.1	DEGENERIN-LIKE PROTEIN UNC-105	
OG0000593	riftia	GO:0005887^cellular_component^integral component of plasma membrane`GO:0015280^molecular_function^ligand-gated sodium channel activity`GO:0035725^biological_process^sodium ion transmembrane transport	GO:0005887^cellular_component^integral component of plasma membrane`GO:0015280^molecular_function^ligand-gated sodium channel activity`GO:0035725^biological_process^sodium ion transmembrane transport	GO:0005272^molecular_function^sodium channel activity`GO:0006814^biological_process^sodium ion transport`GO:0016020^cellular_component^membrane	RPACG00000007164.1	AMILORIDE-SENSITIVE SODIUM CHANNEL-RELATED	
