OG0000009							
OG0000336							
OG0000395	owenia	GO:0005634^cellular_component^nucleus`GO:0046872^molecular_function^metal ion binding`GO:0004518^molecular_function^nuclease activity	GO:0005634^cellular_component^nucleus`GO:0046872^molecular_function^metal ion binding`GO:0004518^molecular_function^nuclease activity	.	OFUSG03538.1	UNCHARACTERIZED	
OG0000440	owenia	GO:0005737^cellular_component^cytoplasm`GO:0005615^cellular_component^extracellular space`GO:0016020^cellular_component^membrane`GO:0005634^cellular_component^nucleus`GO:0005509^molecular_function^calcium ion binding`GO:0003682^molecular_function^chromatin binding`GO:0007155^biological_process^cell adhesion`GO:0008544^biological_process^epidermis development`GO:0010467^biological_process^gene expression`GO:0003017^biological_process^lymph circulation`GO:0001945^biological_process^lymph vessel development`GO:0036303^biological_process^lymph vessel morphogenesis`GO:0048014^biological_process^Tie signaling pathway`GO:0120193^biological_process^tight junction organization	GO:0005737^cellular_component^cytoplasm`GO:0005615^cellular_component^extracellular space`GO:0016020^cellular_component^membrane`GO:0005634^cellular_component^nucleus`GO:0005509^molecular_function^calcium ion binding`GO:0003682^molecular_function^chromatin binding`GO:0007155^biological_process^cell adhesion`GO:0008544^biological_process^epidermis development`GO:0010467^biological_process^gene expression`GO:0003017^biological_process^lymph circulation`GO:0001945^biological_process^lymph vessel development`GO:0036303^biological_process^lymph vessel morphogenesis`GO:0048014^biological_process^Tie signaling pathway`GO:0120193^biological_process^tight junction organization	GO:0005509^molecular_function^calcium ion binding	OFUSG13133.1	SUBFAMILY NOT NAMED	
OG0000656							
OG0000711	owenia	.	.	.	OFUSG25826.2	SI:CH211-108C17.2-RELATED-RELATED	
OG0000713							
OG0000724							
OG0000726	owenia	.	.	.	OFUSG25848.1	.	
OG0000830							
OG0000883							
OG0000954							
OG0001033							
OG0001078							
OG0001156							
OG0001193	owenia	.	.	.	OFUSG12164.1	.	K19519
OG0001242							
OG0001571							
OG0001608							
OG0001662							
OG0001823							
OG0001893							
OG0001907	owenia	.	.	.	OFUSG04529.1	FAMILY NOT NAMED	K06238
OG0002090							
OG0002194							
