OG0000009	capitella			\tCapteT143021		
OG0000009	capitella			\tCapteT143088		
OG0000009	capitella			\tCapteT197228		
OG0000009	capitella			\tCapteT201220		
OG0000009	capitella			\tCapteT205867		
OG0000009	capitella			\tCapteT89874		
OG0000009	capitella			\tCapteT97458		
OG0000009	capitella			\tCapteT97468		
OG0000336	capitella			\tCapteT192765		
OG0000336	capitella			\tCapteT192889		
OG0000336	capitella			\tCapteT201483		
OG0000336	capitella			\tCapteT203843		
OG0000336	capitella			\tCapteT207614		
OG0000336	capitella			\tCapteT215021		
OG0000336	capitella			\tCapteT217314		
OG0000395							
OG0000440							
OG0000656							
OG0000711	capitella			\tCapteT199757		
OG0000711	capitella			\tCapteT202803		
OG0000713							
OG0000724	capitella			\tCapteT185707		
OG0000724	capitella			\tCapteT186483		
OG0000724	capitella			\tCapteT201761		
OG0000724	capitella			\tCapteT217729		
OG0000726							
OG0000830	capitella			\tCapteT106809	K10443	
OG0000830	capitella			\tCapteT111345	K10443	
OG0000830	capitella			\tCapteT118653	K10443	
OG0000830	capitella			\tCapteT125917	K13956	
OG0000830	capitella			\tCapteT128447	K10455	
OG0000830	capitella			\tCapteT131513	K10461	
OG0000830	capitella			\tCapteT142559	K10442	
OG0000830	capitella			\tCapteT144117		
OG0000830	capitella			\tCapteT146472	K10443	
OG0000830	capitella			\tCapteT146749	K10443	
OG0000830	capitella			\tCapteT159913	K10457	
OG0000830	capitella			\tCapteT177060	K10457	
OG0000830	capitella			\tCapteT185452	K10461	
OG0000830	capitella			\tCapteT187794	K10457	
OG0000830	capitella			\tCapteT189080	K10461	
OG0000830	capitella			\tCapteT189392		
OG0000830	capitella			\tCapteT189418	K10457	
OG0000830	capitella			\tCapteT189446	K10461	
OG0000830	capitella			\tCapteT191760	K10450	
OG0000830	capitella			\tCapteT192496	K10455	
OG0000830	capitella			\tCapteT192804	K10461	
OG0000830	capitella			\tCapteT195261	K10461	
OG0000830	capitella			\tCapteT195262	K10450	
OG0000830	capitella			\tCapteT197787		
OG0000830	capitella			\tCapteT204628	K10457	
OG0000830	capitella			\tCapteT206095	K10457	
OG0000830	capitella			\tCapteT209471	K10444	
OG0000830	capitella			\tCapteT209492	K10461	
OG0000830	capitella			\tCapteT211955	K10444	
OG0000830	capitella			\tCapteT214586	K10450	
OG0000830	capitella			\tCapteT216593	K10446	
OG0000830	capitella			\tCapteT226967	K10457	
OG0000830	capitella			\tCapteT227326	K10457	
OG0000830	capitella			\tCapteT32616	K10457	
OG0000830	capitella			\tCapteT34879	K10457	
OG0000830	capitella			\tCapteT34906	K10457	
OG0000830	capitella			\tCapteT35989	K10455	
OG0000830	capitella			\tCapteT37139	K10457	
OG0000830	capitella			\tCapteT44314	K10442	
OG0000830	capitella			\tCapteT47053	K10457	
OG0000830	capitella			\tCapteT47159	K10455	
OG0000830	capitella			\tCapteT47904	K10455	
OG0000830	capitella			\tCapteT51488	K10443	
OG0000830	capitella			\tCapteT51668	K10443	
OG0000830	capitella			\tCapteT54628	K10457	
OG0000830	capitella			\tCapteT54631	K10443	
OG0000830	capitella			\tCapteT58016	K13956	
OG0000830	capitella			\tCapteT62970	K10443	
OG0000830	capitella			\tCapteT63131	K10457	
OG0000830	capitella			\tCapteT63514	K10457	
OG0000830	capitella			\tCapteT63547	K10455	
OG0000830	capitella			\tCapteT64348	K10457	
OG0000830	capitella			\tCapteT64361	K10457	
OG0000830	capitella			\tCapteT64689	K13956	
OG0000830	capitella			\tCapteT64789	K10457	
OG0000830	capitella			\tCapteT70114	K10455	
OG0000830	capitella			\tCapteT76871	K10442	
OG0000830	capitella			\tCapteT76876	K10442	
OG0000830	capitella			\tCapteT81395	K10443	
OG0000830	capitella			\tCapteT84268	K10458	
OG0000830	capitella			\tCapteT85638		
OG0000830	capitella			\tCapteT85897	K10457	
OG0000830	capitella			\tCapteT86006	K10448	
OG0000830	capitella			\tCapteT86318	K10448	
OG0000830	capitella			\tCapteT86950	K10443	
OG0000830	capitella			\tCapteT89177	K10443	
OG0000830	capitella			\tCapteT90025	K10457	
OG0000830	capitella			\tCapteT98406	K10443	
OG0000830	capitella			\tCapteT99345	K10457	
OG0000830	capitella			\tCapteT99459	K10455	
OG0000883	capitella			\tCapteT187692		
OG0000883	capitella			\tCapteT193048		
OG0000883	capitella			\tCapteT215331		
OG0000954							
OG0001033							
OG0001078							
OG0001156	capitella			\tCapteT185524		
OG0001156	capitella			\tCapteT185530		
OG0001156	capitella			\tCapteT189496		
OG0001156	capitella			\tCapteT202835		
OG0001156	capitella			\tCapteT205797		
OG0001156	capitella			\tCapteT207581		
